Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
10/7/69,17.05,31.53,86.86,350.91,31.17,25.35,33.47,670.12,12.65,,,,,,
10/8/69,17.16,31.45,85.85,346.35,31.19,25.35,33.31,671.83,12.56,,,,,,
10/9/69,17.27,31.87,85.22,351.93,31.22,25.68,33.18,682.90,12.56,,,,,,
10/10/69,17.27,32.63,86.36,351.42,31.33,26.14,33.10,689.71,13.14,,,,,,
10/13/69,17.38,35.26,87.24,352.18,31.64,26.37,33.10,688.86,13.85,,,,,,
10/14/69,17.38,34.46,87.88,358.01,31.64,27.20,33.69,703.33,13.63,,,,,,
10/15/69,17.38,34.92,87.62,359.03,31.72,26.90,33.85,717.81,13.85,,,,,,
10/16/69,17.38,35.01,87.75,356.75,31.91,27.20,34.36,733.13,14.03,,,,,,
10/17/69,17.19,34.58,87.62,355.98,31.59,27.13,33.90,739.09,13.85,,,,,,
10/20/69,17.02,34.75,86.74,358.01,31.59,27.07,34.41,759.53,13.58,,,,,,
10/21/69,17.46,36.53,87.24,362.07,31.59,27.86,34.50,782.52,13.76,,,,,,
10/22/69,17.60,36.79,90.41,360.55,32.28,28.26,34.92,765.49,14.16,,,,,,
10/23/69,17.55,36.45,88.64,361.56,31.96,28.03,35.18,745.91,14.25,,,,,,
10/24/69,17.66,36.36,88.13,369.17,32.28,28.52,37.89,745.05,14.07,,,,,,
10/27/69,17.63,36.79,86.74,368.66,32.70,28.49,37.55,740.80,14.12,,,,,,
10/28/69,17.60,38.35,85.09,366.63,32.81,28.62,37.29,733.99,14.29,,,,,,
10/29/69,17.71,37.42,83.57,361.31,32.33,27.96,37.00,722.06,14.03,,,,,,
10/30/69,17.74,38.14,85.47,364.61,32.39,28.06,37.34,727.17,14.34,,,,,,
10/31/69,18.40,38.14,85.22,365.62,32.49,27.73,37.34,723.77,14.16,,,,,,
11/3/69,18.59,37.89,85.47,364.61,32.60,27.46,37.34,715.25,15.00,,,,,,
11/4/69,18.48,38.31,85.47,364.61,32.70,27.46,37.55,717.81,14.92,,,,,,
11/5/69,18.48,39.75,85.60,365.62,32.49,27.63,37.29,727.17,15.36,,,,,,
11/6/69,18.48,39.58,85.09,366.64,32.39,28.06,37.46,731.43,15.05,,,,,,
11/7/69,18.43,39.84,86.11,371.21,32.39,28.62,37.76,744.20,15.45,,,,,,
11/10/69,18.92,41.02,86.11,372.99,32.49,28.72,37.89,730.58,15.36,,,,,,
11/11/69,19.11,40.77,86.36,374.01,32.65,28.72,37.89,713.55,14.92,,,,,,
11/12/69,18.59,39.41,85.35,373.25,33.34,28.52,37.76,725.47,14.56,,,,,,
11/13/69,18.29,39.16,85.35,370.70,32.49,28.32,37.55,720.36,14.47,,,,,,
11/14/69,18.18,39.46,84.59,369.18,31.22,28.45,37.29,713.55,14.21,,,,,,
11/17/69,18.15,39.16,84.21,368.67,30.31,28.32,37.13,721.21,14.29,,,,,,
11/18/69,18.15,39.67,85.35,369.43,31.42,28.32,37.08,725.47,15.23,,,,,,
11/19/69,18.15,40.18,83.83,365.11,32.01,28.45,36.87,718.66,15.27,,,,,,
11/20/69,18.21,39.41,83.19,360.79,31.58,28.32,36.66,695.67,14.83,,,,,,
11/21/69,18.04,39.16,81.93,356.97,31.69,28.19,36.79,695.67,14.61,,,,,,
11/24/69,17.84,38.85,82.69,351.64,31.37,27.00,36.15,708.44,14.29,,,,,,
11/25/69,17.62,40.71,82.05,352.14,31.79,27.13,36.02,696.52,14.78,,,,,,
11/26/69,17.45,42.15,82.05,355.96,31.37,27.40,35.94,714.40,14.87,,,,,,
11/28/69,17.23,42.07,81.17,363.08,31.95,28.26,35.90,734.84,15.27,,,,,,
12/1/69,17.23,40.71,80.53,366.13,31.79,28.44,35.68,735.86,14.96,,,,,,
12/2/69,17.23,40.54,80.03,362.06,31.85,28.97,35.73,733.30,14.65,,,,,,
12/3/69,17.34,40.97,79.14,361.17,32.01,28.87,35.60,723.07,14.43,,,,,,
12/4/69,17.67,42.32,81.59,363.08,32.32,28.71,35.51,726.48,14.74,,,,,,
12/5/69,17.89,41.73,80.83,363.08,32.38,28.74,35.26,712.84,14.83,,,,,,
12/8/69,17.95,40.97,78.91,361.55,31.90,28.64,35.30,716.25,14.43,,,,,,
12/9/69,18.22,40.63,79.68,362.06,31.85,28.81,35.43,717.95,14.29,,,,,,
12/10/69,18.28,41.90,81.59,361.55,32.54,28.71,35.35,729.89,14.69,,,,,,
12/11/69,18.22,41.31,81.34,361.55,32.85,28.51,35.22,732.45,14.56,,,,,,
12/12/69,18.17,42.41,80.32,365.62,32.64,28.51,35.73,730.74,14.38,,,,,,
12/15/69,18.20,41.73,79.42,364.09,32.54,28.77,35.77,703.46,14.56,,,,,,
12/16/69,17.84,41.73,77.51,359.26,32.32,28.87,35.73,696.64,14.16,,,,,,
12/17/69,17.89,41.98,76.48,357.48,33.59,28.77,35.77,691.52,14.21,,,,,,
12/18/69,18.20,43.43,76.87,366.38,33.17,29.77,36.15,716.25,14.47,,,,,,
12/19/69,17.95,44.61,78.91,372.74,34.65,29.97,36.96,716.25,15.00,,,,,,
12/22/69,17.84,43.94,77.89,366.64,35.18,29.97,36.74,706.87,14.56,,,,,,
12/23/69,17.76,42.32,78.27,357.48,34.97,29.67,37.13,712.84,13.89,,,,,,
12/24/69,17.45,41.65,78.91,361.04,36.03,29.84,37.55,707.72,14.21,,,,,,
12/26/69,17.67,42.92,79.42,367.15,36.77,30.27,37.63,704.31,14.52,,,,,,
12/29/69,17.64,43.43,78.53,364.35,37.09,30.30,37.68,691.52,14.38,,,,,,
12/30/69,18.11,44.53,78.66,365.62,37.73,30.10,37.04,706.87,14.69,,,,,,
12/31/69,18.17,45.46,79.17,370.70,38.15,30.04,37.13,721.36,15.14,,,,,,
1/2/70,18.17,45.12,78.27,370.96,37.20,29.57,37.29,712.84,15.72,,,,,,
1/5/70,17.89,43.77,77.89,374.52,36.30,29.41,37.46,715.40,15.98,,,,,,
1/6/70,18.06,42.92,75.59,374.77,36.99,29.64,37.29,703.46,16.07,,,,,,
1/7/70,18.17,44.02,75.97,375.03,36.83,29.37,37.89,716.25,15.98,,,,,,
1/8/70,18.20,45.12,76.61,375.79,37.09,29.57,38.31,723.07,15.98,,,,,,
1/9/70,18.11,46.06,74.70,375.28,37.30,29.51,38.23,729.04,15.54,,,,,,
1/12/70,18.28,47.16,74.57,374.01,36.67,29.51,37.97,729.04,14.92,,,,,,
1/13/70,18.45,49.19,74.82,380.49,36.99,29.44,37.80,728.19,14.65,,,,,,
1/14/70,18.56,51.65,76.23,380.11,37.52,29.37,37.97,734.15,14.69,,,,,,
1/15/70,18.72,50.21,76.36,387.99,37.57,29.24,37.97,761.44,14.61,,,,,,
1/16/70,18.78,49.53,75.97,376.04,37.52,29.24,38.40,758.03,14.47,,,,,,
1/19/70,18.83,48.43,74.57,355.96,37.04,28.84,38.28,724.78,13.89,,,,,,
1/20/70,19.00,49.62,74.82,362.57,37.04,29.04,38.41,726.48,14.29,,,,,,
1/21/70,19.00,49.36,75.59,361.04,37.20,29.24,38.66,724.78,14.21,,,,,,
1/22/70,19.00,48.35,75.72,362.06,37.30,29.11,39.56,730.74,13.94,,,,,,
1/23/70,18.56,48.85,74.57,362.06,37.09,28.97,38.36,726.48,14.07,,,,,,
1/26/70,18.31,51.36,74.57,354.43,37.09,27.78,37.85,717.10,13.85,,,,,,
1/27/70,18.17,50.55,75.72,351.13,36.67,27.91,37.94,706.02,13.85,,,,,,
1/28/70,18.45,50.47,75.72,346.80,34.65,27.45,37.68,695.78,13.63,,,,,,
1/29/70,18.14,48.52,74.95,344.26,33.91,27.11,37.60,683.85,13.23,,,,,,
1/30/70,17.51,48.09,73.93,340.89,33.49,26.85,37.85,686.40,13.41,,,,,,
2/2/70,17.62,48.60,74.70,348.84,35.18,27.25,37.51,694.08,13.85,,,,,,
2/3/70,18.20,48.60,74.19,349.09,34.97,29.11,38.19,707.72,14.38,,,,,,
2/4/70,18.22,49.28,74.19,349.09,33.44,28.31,38.28,694.93,14.74,,,,,,
2/5/70,18.14,48.77,71.38,344.52,34.97,28.64,38.36,708.57,14.92,,,,,,
2/6/70,18.14,50.13,71.63,350.62,34.55,28.31,38.87,700.05,15.72,,,,,,
2/9/70,18.34,50.93,71.63,355.70,36.09,28.71,39.22,711.99,15.67,,,,,,
2/10/70,18.11,50.55,70.48,351.89,36.77,28.58,39.13,692.37,15.32,,,,,,
2/11/70,18.11,52.67,71.89,361.04,36.46,28.71,39.22,694.08,15.23,,,,,,
2/12/70,18.00,51.23,71.51,357.99,35.13,28.91,39.56,682.14,15.05,,,,,,
2/13/70,17.84,51.57,70.36,354.94,34.34,29.17,39.04,666.79,15.32,,,,,,
2/16/70,17.73,51.40,70.87,355.20,34.32,29.34,39.09,670.20,15.18,,,,,,
2/17/70,17.84,52.16,70.10,355.70,33.66,29.27,37.68,678.73,15.09,,,,,,
2/18/70,17.84,53.10,70.99,357.23,33.92,28.81,36.83,700.05,15.67,,,,,,
2/19/70,17.89,52.71,70.99,357.99,33.68,28.84,37.00,688.11,15.80,,,,,,
2/20/70,18.06,51.95,70.10,355.45,33.05,29.17,36.91,672.76,15.58,,,,,,
2/24/70,17.98,51.06,70.36,350.36,32.33,29.67,37.08,665.09,15.09,,,,,,
2/25/70,18.28,51.57,70.61,350.87,33.55,29.84,36.83,665.09,15.98,,,,,,
2/26/70,18.11,50.89,70.23,350.11,32.91,29.11,36.02,645.48,15.94,,,,,,
2/27/70,18.31,50.08,72.02,346.04,33.84,28.97,37.25,620.75,16.03,,,,,,
3/2/70,18.34,49.02,73.29,341.21,33.55,28.58,37.42,638.65,15.80,,,,,,
3/3/70,18.36,48.18,76.28,338.92,33.60,28.64,37.68,654.00,15.98,,,,,,
3/4/70,18.56,46.48,76.80,335.36,33.92,28.51,37.60,625.86,15.80,,,,,,
3/5/70,18.42,46.90,77.06,334.85,33.87,28.24,37.34,630.98,15.49,,,,,,
3/6/70,18.56,46.39,76.67,330.79,33.39,28.34,37.17,639.51,15.54,,,,,,
3/9/70,18.34,44.78,76.02,322.14,33.18,28.11,37.21,644.62,15.40,,,,,,
3/10/70,18.11,44.36,75.77,332.06,32.91,27.78,37.47,644.62,15.85,,,,,,
3/11/70,18.11,45.46,74.09,334.09,33.18,27.64,37.47,639.51,15.58,,,,,,
3/12/70,18.11,46.39,73.58,334.35,33.29,27.11,37.51,622.45,15.27,,,,,,
3/13/70,18.03,46.18,72.42,329.77,32.91,26.18,37.17,615.63,14.43,,,,,,
3/16/70,17.76,45.38,71.26,325.45,32.38,25.85,36.15,615.63,14.38,,,,,,
3/17/70,17.89,46.52,72.42,327.99,32.22,26.05,36.19,622.45,14.83,,,,,,
3/18/70,17.48,48.05,72.42,327.74,32.54,26.91,36.66,629.28,15.27,,,,,,
3/19/70,17.62,47.75,72.29,327.86,32.65,26.91,36.23,615.63,13.58,,,,,,
3/20/70,17.51,47.37,72.03,325.19,32.65,26.25,36.66,616.48,13.58,,,,,,
3/23/70,17.40,47.20,73.06,327.48,32.38,26.42,36.23,609.66,14.43,,,,,,
3/24/70,17.45,48.01,73.96,333.58,32.20,26.85,36.57,627.57,14.74,,,,,,
3/25/70,17.56,49.53,76.15,338.67,33.23,27.64,37.17,638.65,15.09,,,,,,
3/26/70,17.70,49.70,76.41,338.92,33.23,27.64,37.17,641.21,14.87,,,,,,
3/30/70,17.78,50.38,75.77,342.48,33.07,27.55,36.74,620.75,14.69,,,,,,
3/31/70,17.73,50.04,76.02,344.26,32.81,27.11,37.17,620.75,14.38,,,,,,
4/1/70,17.76,51.23,76.80,343.50,32.57,27.18,37.68,615.63,14.38,,,,,,
4/2/70,17.73,51.02,76.80,337.65,32.04,27.08,37.51,619.90,15.27,,,,,,
4/3/70,17.56,51.57,76.54,332.06,32.17,26.58,37.51,593.46,14.34,,,,,,
4/6/70,17.34,49.96,76.80,325.96,31.32,26.45,37.38,585.79,14.03,,,,,,
4/7/70,17.45,48.35,77.57,325.45,30.42,26.55,37.47,573.85,14.03,,,,,,
4/8/70,17.18,47.79,77.44,329.52,30.37,27.18,37.30,585.79,13.89,,,,,,
4/9/70,17.23,47.33,78.22,331.30,31.06,26.65,37.17,584.94,13.50,,,,,,
4/10/70,16.87,46.78,78.73,337.14,31.00,26.61,36.91,590.05,13.14,,,,,,
4/13/70,16.60,45.76,78.47,332.57,30.79,26.25,36.49,587.49,12.79,,,,,,
4/14/70,16.51,46.01,76.93,330.28,31.27,26.32,36.49,574.70,12.79,,,,,,
4/15/70,16.79,46.14,77.31,328.75,31.43,26.45,36.23,570.44,12.30,,,,,,
4/16/70,16.73,45.63,77.57,326.21,31.08,26.05,35.68,555.95,12.39,,,,,,
4/17/70,17.12,44.91,78.09,327.99,31.06,25.65,36.57,578.97,12.34,,,,,,
4/20/70,17.04,45.38,77.96,330.02,31.00,25.78,36.56,593.46,13.05,,,,,,
4/21/70,17.04,44.57,78.34,326.46,30.82,25.65,36.08,582.38,13.18,,,,,,
4/22/70,16.90,43.98,76.54,318.33,30.60,25.39,35.70,578.11,12.74,,,,,,
4/23/70,16.68,43.26,75.51,314.90,29.70,24.62,35.01,567.03,12.65,,,,,,
4/24/70,16.68,41.90,74.74,314.26,29.57,24.82,35.18,566.18,12.61,,,,,,
4/27/70,16.24,39.91,72.80,306.63,29.25,24.99,34.15,564.47,12.65,,,,,,
4/28/70,16.04,40.67,71.77,295.19,29.09,24.79,34.37,561.06,12.65,,,,,,
4/29/70,16.40,44.10,73.58,305.36,30.15,25.25,34.67,581.53,13.32,,,,,,
4/30/70,16.29,43.77,73.45,303.07,30.37,25.05,34.20,582.38,12.96,,,,,,
5/1/70,16.07,43.47,73.58,303.02,30.21,25.02,33.81,583.23,13.32,,,,,,
5/4/70,15.68,40.42,71.13,288.98,29.25,24.52,32.95,553.39,13.01,,,,,,
5/5/70,15.13,38.68,70.23,288.98,28.93,24.42,32.26,553.39,12.30,,,,,,
5/6/70,15.35,41.26,71.39,293.58,29.41,24.46,32.44,551.68,12.47,,,,,,
5/7/70,15.68,41.90,72.29,295.87,29.83,24.46,33.38,572.15,12.52,,,,,,
5/8/70,15.85,41.31,71.39,296.64,29.41,24.32,32.69,564.47,12.12,,,,,,
5/11/70,15.93,40.50,71.51,291.53,28.67,24.36,32.35,544.01,11.36,,,,,,
5/12/70,15.71,40.37,70.61,288.47,28.88,24.39,31.88,535.48,11.05,,,,,,
5/13/70,15.55,40.12,68.55,280.81,28.69,24.12,31.66,525.25,11.01,,,,,,
5/14/70,15.52,41.22,67.65,274.17,28.40,23.89,31.58,538.89,10.97,,,,,,
5/15/70,15.60,42.58,68.68,276.47,29.73,24.16,33.08,550.83,11.32,,,,,,
5/18/70,15.68,41.98,69.45,275.71,30.10,24.12,33.04,557.65,11.76,,,,,,
5/19/70,15.24,40.37,69.07,263.96,28.51,23.69,31.75,529.51,11.19,,,,,,
5/20/70,14.55,39.52,66.23,255.79,28.11,23.13,30.89,515.87,10.88,,,,,,
5/21/70,14.33,38.34,65.46,250.69,27.07,22.20,30.46,509.90,10.48,,,,,,
5/22/70,14.58,36.81,65.72,253.24,26.97,22.13,29.52,516.72,10.25,,,,,,
5/25/70,14.06,34.65,63.65,246.09,25.05,21.96,28.49,494.55,10.03,,,,,,
5/26/70,14.14,33.16,62.37,247.11,23.85,20.93,27.63,487.73,9.86,,,,,,
5/27/70,15.05,35.96,64.81,264.47,25.69,21.80,30.38,518.43,11.45,,,,,,
5/28/70,15.46,38.34,65.84,272.64,26.17,22.40,32.09,532.07,11.54,,,,,,
5/29/70,15.71,39.35,68.42,283.88,27.76,22.33,33.64,559.36,11.54,,,,,,
6/1/70,16.57,41.05,69.32,293.07,28.72,22.79,33.47,565.51,12.61,,,,,,
6/2/70,16.35,40.84,69.07,288.98,28.40,23.26,33.12,560.38,13.01,,,,,,
6/3/70,16.35,41.31,70.23,288.98,29.60,23.63,33.21,574.05,13.01,,,,,,
6/4/70,16.49,39.40,69.71,276.98,29.36,23.26,33.29,550.98,12.79,,,,,,
6/5/70,16.02,40.12,68.68,275.71,28.64,23.16,32.61,551.84,12.39,,,,,,
6/8/70,16.12,39.48,69.45,271.88,28.88,23.53,32.78,538.17,11.99,,,,,,
6/9/70,15.90,40.33,69.32,273.92,28.72,23.80,32.61,530.48,11.94,,,,,,
6/10/70,15.82,40.71,68.55,271.11,28.64,23.63,32.26,515.11,11.28,,,,,,
6/11/70,15.60,39.74,68.84,264.73,29.20,23.09,31.23,509.13,10.92,,,,,,
6/12/70,15.32,39.65,68.58,264.47,29.20,23.09,32.01,521.09,11.59,,,,,,
6/15/70,15.29,41.39,68.58,264.47,29.68,23.43,32.44,521.09,11.81,,,,,,
6/16/70,16.10,43.13,70.27,276.73,31.91,24.16,33.64,538.17,11.76,,,,,,
6/17/70,15.93,42.24,70.14,271.37,31.27,24.23,33.29,528.77,11.76,,,,,,
6/18/70,16.32,43.72,71.31,277.75,31.91,24.53,34.15,539.03,12.03,,,,,,
6/19/70,16.43,43.04,72.61,275.96,31.27,24.70,34.84,546.71,12.56,,,,,,
6/22/70,16.15,43.09,73.26,274.17,31.27,24.73,34.07,548.42,12.47,,,,,,
6/23/70,16.12,41.73,71.96,262.56,30.16,23.63,34.15,523.65,12.03,,,,,,
6/24/70,15.82,41.26,71.70,260.39,29.76,23.50,33.98,519.38,11.41,,,,,,
6/25/70,15.82,42.24,71.44,263.45,29.76,23.50,33.81,510.83,11.59,,,,,,
6/26/70,15.82,40.88,70.14,262.94,29.36,23.13,32.78,496.31,11.54,,,,,,
6/29/70,15.40,40.29,70.14,262.94,29.36,22.93,32.26,492.04,11.90,,,,,,
6/30/70,15.40,39.82,70.27,255.28,29.76,23.30,32.26,498.88,11.85,,,,,,
7/1/70,15.43,40.58,70.53,259.37,29.84,23.53,33.04,506.56,11.81,,,,,,
7/2/70,15.93,39.19,71.31,256.05,29.44,23.26,33.04,496.31,11.76,,,,,,
7/6/70,15.73,36.43,70.01,249.67,29.84,22.96,33.47,487.77,11.45,,,,,,
7/7/70,15.54,37.11,70.01,247.63,28.72,23.13,33.12,481.79,11.32,,,,,,
7/8/70,16.10,41.39,70.66,257.84,29.68,23.33,34.15,508.27,11.63,,,,,,
7/9/70,15.87,40.03,70.79,259.62,30.00,23.56,33.98,515.11,12.21,,,,,,
7/10/70,16.23,39.78,74.56,255.54,30.72,23.76,33.64,513.40,12.21,,,,,,
7/13/70,16.18,39.69,75.08,252.99,30.40,23.80,33.81,512.54,12.07,,,,,,
7/14/70,15.90,40.16,74.95,256.56,30.32,23.80,34.15,502.29,11.81,,,,,,
7/15/70,15.93,41.65,75.21,257.33,30.64,23.86,35.44,508.27,12.16,,,,,,
7/16/70,15.82,41.18,78.08,259.37,30.48,24.06,36.73,517.67,12.79,,,,,,
7/17/70,16.07,41.69,79.77,264.98,31.59,24.83,37.76,519.38,13.14,,,,,,
7/20/70,16.15,40.03,78.99,263.45,31.83,24.87,37.13,499.73,13.14,,,,,,
7/21/70,16.23,39.82,77.17,263.20,31.75,24.73,36.88,497.17,12.96,,,,,,
7/22/70,16.01,39.57,77.69,259.37,31.59,24.46,37.05,498.88,13.01,,,,,,
7/23/70,16.04,40.63,79.12,262.43,31.43,24.46,36.53,503.15,13.23,,,,,,
7/24/70,15.79,38.76,79.77,259.11,30.95,24.60,37.57,505.71,13.14,,,,,,
7/27/70,15.85,37.15,78.73,258.60,30.16,24.60,37.65,504.00,13.27,,,,,,
7/28/70,15.71,37.79,79.38,258.09,30.95,24.36,37.13,485.21,13.36,,,,,,
7/29/70,15.93,37.15,80.29,257.84,31.67,22.33,36.70,494.60,13.63,,,,,,
7/30/70,16.21,36.30,80.29,258.86,31.43,22.03,36.62,497.17,13.67,,,,,,
7/31/70,16.15,34.86,80.03,258.81,31.51,21.66,35.93,498.02,12.87,,,,,,
8/3/70,15.90,34.77,78.08,255.73,30.95,21.46,35.23,481.79,12.52,,,,,,
8/4/70,15.82,35.58,78.60,256.75,30.64,22.29,34.89,491.19,12.07,,,,,,
8/5/70,15.68,34.82,79.12,256.24,30.24,22.26,34.89,492.04,11.54,,,,,,
8/6/70,15.73,34.22,78.47,254.96,30.40,22.19,35.84,485.21,11.50,,,,,,
8/7/70,15.76,34.05,78.60,251.88,30.24,21.66,35.49,478.37,11.76,,,,,,
8/10/70,15.32,33.42,77.95,246.75,29.04,21.49,35.32,460.43,11.54,,,,,,
8/11/70,15.32,33.76,77.43,244.44,28.88,21.12,35.23,467.27,11.54,,,,,,
8/12/70,15.26,31.81,77.69,236.62,28.96,20.72,35.15,456.16,11.32,,,,,,
8/13/70,14.79,31.38,76.51,228.80,28.24,19.82,35.93,451.04,11.05,,,,,,
8/14/70,14.76,31.30,76.77,235.85,27.68,20.02,35.23,458.73,10.83,,,,,,
8/17/70,14.71,32.23,77.04,241.36,27.82,20.69,34.80,463.00,10.52,,,,,,
8/18/70,14.93,32.87,77.43,245.98,28.85,20.99,35.49,464.71,10.83,,,,,,
8/19/70,15.15,31.38,78.34,245.98,28.85,20.79,35.32,474.10,11.10,,,,,,
8/20/70,15.21,31.38,79.38,251.11,29.09,20.76,36.10,481.79,11.10,,,,,,
8/21/70,15.32,33.50,82.24,255.73,30.53,21.06,35.93,498.02,12.07,,,,,,
8/24/70,15.76,33.04,82.76,269.58,31.33,21.19,36.27,511.69,12.52,,,,,,
8/25/70,15.96,34.82,82.11,270.86,31.65,21.39,36.01,526.21,13.10,,,,,,
8/26/70,16.10,33.59,81.85,270.61,31.01,21.39,36.44,525.36,12.96,,,,,,
8/27/70,15.98,34.82,81.85,272.14,30.85,21.32,36.44,521.94,12.74,,,,,,
8/28/70,16.04,35.96,82.24,278.30,31.33,21.09,36.18,543.30,12.79,,,,,,
8/31/70,15.93,35.45,81.72,273.17,31.09,21.39,36.01,534.05,12.61,,,,,,
9/1/70,16.12,35.79,81.33,270.73,31.49,21.26,36.62,533.20,12.61,,,,,,
9/2/70,16.04,35.92,81.07,270.86,30.85,21.59,37.13,540.04,12.65,,,,,,
9/3/70,16.23,35.88,81.98,276.76,32.13,22.20,36.96,549.46,13.23,,,,,,
9/4/70,15.93,35.62,81.85,279.07,32.93,22.47,36.88,556.30,13.14,,,,,,
9/8/70,16.32,35.03,83.02,282.15,33.41,22.47,36.62,553.74,13.76,,,,,,
9/9/70,16.26,34.77,83.15,280.10,34.21,22.06,36.79,547.75,13.81,,,,,,
9/10/70,16.29,34.18,83.28,275.22,33.81,22.30,36.18,534.05,13.89,,,,,,
9/11/70,16.23,35.07,83.54,275.74,33.57,22.43,36.18,533.20,14.34,,,,,,
9/14/70,16.23,34.52,82.89,272.91,33.49,22.47,36.18,527.21,14.29,,,,,,
9/15/70,16.01,34.86,82.50,273.30,32.29,22.00,36.36,530.63,14.16,,,,,,
9/16/70,15.92,36.81,83.28,278.04,33.09,22.60,36.53,537.48,14.25,,,,,,
9/17/70,15.95,37.87,84.32,283.69,33.57,22.70,37.31,546.89,14.12,,,,,,
9/18/70,15.95,38.04,84.19,287.53,33.73,22.87,37.31,554.59,14.56,,,,,,
9/21/70,15.90,37.74,84.35,282.66,33.25,22.77,36.62,552.88,14.52,,,,,,
9/22/70,15.95,37.36,85.01,280.35,32.69,23.07,36.36,549.46,14.21,,,,,,
9/23/70,16.20,38.93,85.53,288.30,32.77,23.61,36.44,561.44,14.47,,,,,,
9/24/70,16.51,41.60,86.05,296.00,33.57,23.51,36.44,583.69,14.69,,,,,,
9/25/70,16.73,41.35,86.84,296.00,34.21,23.48,36.62,589.68,14.78,,,,,,
9/28/70,16.84,40.75,88.15,297.54,33.09,23.54,36.62,587.12,14.83,,,,,,
9/29/70,16.79,41.39,88.94,299.33,33.57,23.38,36.27,599.10,15.23,,,,,,
9/30/70,16.62,39.99,88.55,299.33,33.73,23.81,36.53,596.53,15.27,,,,,,
10/1/70,16.68,39.74,88.42,304.72,33.89,23.54,36.53,592.25,15.05,,,,,,
10/2/70,16.93,40.12,89.20,307.03,34.21,23.88,37.91,602.52,15.27,,,,,,
10/5/70,17.40,40.67,89.73,314.72,35.17,24.05,37.91,625.63,15.09,,,,,,
10/6/70,18.24,39.86,89.20,315.11,35.65,24.42,37.65,620.49,15.09,,,,,,
10/7/70,17.90,40.29,89.07,313.70,35.49,24.42,36.96,611.94,14.69,,,,,,
10/8/70,17.35,39.27,89.33,306.00,34.69,24.22,37.13,599.95,14.29,,,,,,
10/9/70,17.07,39.06,88.55,303.82,33.65,24.22,37.39,588.83,14.21,,,,,,
10/12/70,17.07,39.10,87.63,297.79,33.49,23.54,37.83,581.98,14.29,,,,,,
10/13/70,17.12,39.19,86.71,299.59,34.21,23.58,37.05,589.68,14.65,,,,,,
10/14/70,17.40,39.23,87.37,299.08,34.53,23.41,36.79,589.68,14.78,,,,,,
10/15/70,17.26,39.35,88.68,300.62,34.61,23.48,37.22,595.67,15.18,,,,,,
10/16/70,17.51,39.52,87.37,298.31,33.73,23.14,37.65,587.12,14.92,,,,,,
10/19/70,17.37,39.44,87.10,291.89,33.33,23.27,37.46,587.12,14.56,,,,,,
10/20/70,17.49,40.12,88.02,298.69,35.17,23.31,37.72,594.82,14.87,,,,,,
10/21/70,17.37,39.19,89.20,296.38,34.85,23.81,37.55,598.24,14.92,,,,,,
10/22/70,17.68,39.40,89.33,295.49,35.01,23.34,37.72,581.98,15.14,,,,,,
10/23/70,17.63,40.03,90.25,302.67,35.33,23.61,37.20,588.83,15.27,,,,,,
10/26/70,17.68,39.78,90.38,297.28,35.73,23.48,37.20,588.83,15.32,,,,,,
10/27/70,17.74,40.03,89.60,298.56,35.65,23.31,37.81,587.12,15.23,,,,,,
10/28/70,17.82,41.56,90.65,304.21,35.41,23.31,38.16,594.82,15.32,,,,,,
10/29/70,17.57,40.71,90.12,306.26,35.49,23.44,38.07,594.82,15.27,,,,,,
10/30/70,17.57,40.88,90.25,302.86,36.29,23.54,37.98,592.25,15.14,,,,,,
11/2/70,17.63,42.37,89.86,308.78,36.29,23.68,38.50,599.10,14.83,,,,,,
11/3/70,17.63,42.79,91.30,305.05,36.29,23.95,38.59,607.66,14.56,,,,,,
11/4/70,17.82,42.28,92.22,305.18,36.77,24.08,39.37,584.55,15.09,,,,,,
11/5/70,17.82,42.75,91.17,301.44,37.89,24.22,40.33,571.71,14.96,,,,,,
11/6/70,17.90,43.30,91.04,302.86,37.65,24.28,40.07,571.71,14.52,,,,,,
11/9/70,17.93,45.29,91.30,306.46,37.41,24.35,41.20,570.00,14.38,,,,,,
11/10/70,18.32,45.21,91.43,308.01,37.25,24.22,41.29,572.57,14.43,,,,,,
11/11/70,18.29,45.46,91.17,306.21,37.09,24.08,41.11,570.00,14.34,,,,,,
11/12/70,18.13,43.09,89.86,306.08,36.61,23.95,40.68,568.29,14.07,,,,,,
11/13/70,18.10,43.47,89.20,301.96,36.37,23.78,40.16,568.29,13.98,,,,,,
11/16/70,18.18,44.87,88.94,302.09,35.86,23.88,40.16,575.13,13.45,,,,,,
11/17/70,18.10,44.44,89.20,301.70,36.26,23.88,39.98,573.42,13.72,,,,,,
11/18/70,17.93,44.27,89.33,299.25,35.86,23.78,39.37,569.14,13.32,,,,,,
11/19/70,17.90,44.95,89.99,299.77,36.02,23.78,39.63,571.71,13.50,,,,,,
11/20/70,18.18,47.20,90.52,305.43,36.18,23.68,39.63,580.27,13.98,,,,,,
11/23/70,18.10,47.46,90.65,308.01,35.86,23.68,39.11,585.40,14.25,,,,,,
11/24/70,18.38,47.54,91.30,309.04,36.34,23.75,38.94,591.39,14.29,,,,,,
11/25/70,18.80,48.26,91.70,308.01,36.66,23.68,39.37,593.11,14.34,,,,,,
