Date,KO,DIS,GE,IBM,JNJ,MRK,PG,XRX,MCD,AXP,LLY,PEP,PFE,TXN,WMT
8/6/73,33.51,121.12,140.60,415.59,75.61,50.51,82.13,1100.63,66.99,132.39,117.80,39.37,19.71,97.92,0.78
8/7/73,33.63,119.76,137.81,411.58,74.96,50.93,82.59,1098.01,66.72,131.85,118.68,39.37,19.71,97.03,0.77
8/8/73,33.34,117.05,134.45,407.72,74.56,50.65,80.67,1091.04,66.86,128.61,118.51,39.08,19.86,94.47,0.73
8/9/73,33.31,116.71,133.33,407.05,74.80,50.51,79.75,1084.07,67.39,129.69,118.86,39.37,19.86,93.69,0.74
8/10/73,33.31,115.35,134.45,404.03,73.83,50.44,79.30,1066.64,67.26,129.15,117.80,39.08,19.71,92.79,0.76
8/13/73,32.76,112.98,133.89,404.37,73.34,49.66,78.11,1062.29,68.72,130.23,117.04,39.08,19.51,92.79,0.76
8/14/73,32.67,114.50,134.45,402.02,73.91,48.12,72.99,1051.83,67.65,127.80,115.80,38.56,18.92,92.79,0.73
8/15/73,32.91,115.52,135.29,405.71,73.83,48.19,72.07,1064.03,66.86,127.80,114.74,37.74,18.52,93.69,0.73
8/16/73,32.70,113.65,135.63,403.03,73.75,47.69,71.25,1047.47,64.46,127.80,111.74,37.74,17.57,90.23,0.74
8/17/73,32.47,114.33,135.91,403.03,73.99,46.92,71.70,1043.98,66.06,128.61,110.33,37.45,17.37,91.01,0.76
8/20/73,32.38,109.75,134.78,402.02,73.10,46.64,70.97,1033.53,65.39,126.45,109.45,37.45,17.37,91.46,0.72
8/21/73,32.44,108.57,133.38,399.34,72.78,45.73,70.88,1027.43,65.66,126.18,108.39,36.93,17.37,91.90,0.70
8/22/73,32.41,108.57,133.94,399.34,73.42,45.02,70.52,1020.46,66.46,125.91,109.80,36.93,17.37,90.23,0.70
8/23/73,32.88,111.45,134.78,401.35,73.75,45.73,70.97,1046.60,68.99,128.61,112.27,36.93,17.77,92.35,0.71
8/24/73,32.50,112.64,131.97,400.01,73.59,47.13,70.52,1044.86,68.85,127.53,115.45,36.93,17.57,91.90,0.74
8/27/73,32.96,113.99,130.56,408.39,74.07,47.27,74.27,1042.24,69.65,128.88,115.98,37.45,17.97,93.24,0.76
8/28/73,33.60,116.37,130.56,407.72,75.69,47.55,72.89,1062.29,69.92,127.80,116.68,37.45,18.03,92.35,0.76
8/29/73,33.37,118.57,130.85,408.05,75.69,47.27,74.45,1082.33,70.72,126.45,112.98,38.27,18.58,94.47,0.76
8/30/73,32.96,115.69,131.13,406.71,76.58,46.43,71.34,1074.49,69.79,124.83,109.80,37.74,18.23,94.02,0.74
8/31/73,32.65,116.37,133.10,403.70,77.15,45.96,72.07,1076.89,69.79,126.45,107.33,37.59,18.58,95.80,0.75
9/4/73,32.67,114.50,133.94,398.16,77.72,45.04,73.17,1071.66,69.12,126.72,106.09,37.88,18.23,97.92,0.77
9/5/73,32.91,113.32,132.82,399.34,77.64,44.97,72.99,1068.17,69.12,128.61,105.74,37.59,18.03,98.81,0.77
9/6/73,33.25,110.26,131.41,400.01,77.39,44.62,72.44,1047.22,68.85,129.69,104.50,37.88,18.03,98.36,0.77
9/7/73,33.46,107.21,130.85,397.16,74.23,44.05,71.52,1044.60,68.32,131.04,100.97,37.88,17.63,97.92,0.76
9/10/73,32.78,103.82,130.28,393.30,73.75,43.91,70.24,1033.26,68.59,129.69,101.86,38.41,17.43,96.58,0.76
9/11/73,32.99,104.16,128.31,383.58,74.07,45.32,69.88,1020.17,68.99,128.34,104.68,37.88,17.08,94.47,0.74
9/12/73,33.22,107.55,127.47,389.61,73.50,46.45,69.51,1017.55,69.92,126.18,106.62,37.88,17.08,95.80,0.69
9/13/73,33.16,109.92,127.75,391.96,74.72,47.44,70.06,1038.50,72.58,125.10,109.09,37.59,17.28,96.58,0.68
9/14/73,33.30,112.64,131.69,399.67,76.67,47.44,70.42,1055.08,70.45,123.74,108.56,38.41,17.63,100.04,0.69
9/17/73,33.13,109.92,135.35,364.80,76.91,47.72,70.61,1029.77,72.18,125.37,107.68,38.70,17.83,102.15,0.71
9/18/73,33.13,106.70,133.38,348.04,76.91,47.16,71.25,972.17,71.78,126.45,107.33,38.70,17.63,103.49,0.74
9/19/73,32.90,106.36,135.91,363.13,77.64,47.44,71.43,1012.32,72.58,131.85,114.21,39.23,18.23,107.72,0.79
9/20/73,33.30,111.45,140.41,360.44,77.64,47.44,71.61,1026.28,74.98,134.28,112.98,39.52,18.23,109.50,0.81
9/21/73,33.77,110.77,142.95,348.71,77.96,46.88,71.98,1028.02,76.98,135.09,110.33,39.81,18.03,107.28,0.81
9/24/73,33.80,112.30,146.04,337.31,78.45,46.88,71.52,1016.68,76.44,134.55,112.98,40.63,18.03,106.50,0.79
9/25/73,34.09,110.77,145.20,348.04,77.80,47.44,70.79,1035.01,77.11,134.55,111.04,41.15,17.83,107.72,0.80
9/26/73,33.92,109.58,145.48,349.38,77.88,46.81,71.70,1028.90,75.65,135.90,110.33,40.33,18.03,106.05,0.80
9/27/73,33.83,108.06,142.95,348.71,77.15,46.95,72.25,1017.55,75.91,135.90,112.98,39.81,17.83,107.72,0.80
9/28/73,34.00,107.38,141.82,346.03,76.83,46.24,72.44,999.22,74.85,132.93,112.98,39.81,17.83,106.94,0.80
10/1/73,33.89,106.70,141.26,345.69,75.61,45.54,72.44,986.13,75.11,131.58,110.68,40.63,17.83,108.61,0.79
10/2/73,33.74,109.58,143.51,342.67,75.37,46.03,71.25,986.13,76.44,133.20,111.04,40.63,18.03,113.45,0.78
10/3/73,33.01,106.53,143.79,333.28,74.64,47.02,69.42,975.66,76.05,131.58,108.39,40.63,17.83,113.90,0.79
10/4/73,32.35,105.34,144.63,337.31,73.99,47.23,68.78,961.70,73.51,129.69,106.80,40.33,17.63,111.78,0.80
10/5/73,32.78,106.19,149.42,348.04,75.37,48.22,70.15,982.64,73.38,131.04,109.09,40.33,17.63,115.57,0.81
10/8/73,32.72,108.57,149.70,351.05,75.77,49.42,71.98,977.41,74.98,132.39,111.04,40.63,17.83,117.35,0.80
10/9/73,32.84,107.89,152.79,351.05,76.02,49.84,70.24,1014.06,73.38,129.69,112.98,40.33,18.03,117.80,0.80
10/10/73,33.25,106.36,149.70,367.48,75.37,49.49,69.51,988.75,74.71,128.34,111.56,39.81,17.83,116.91,0.80
10/11/73,33.36,108.40,151.11,376.87,75.53,49.84,70.97,1012.32,78.04,130.23,112.98,40.33,18.43,121.15,0.80
10/12/73,33.54,102.46,149.98,378.21,76.67,50.27,72.07,1019.30,76.71,130.50,112.45,40.33,18.58,122.93,0.83
10/15/73,33.16,100.08,145.48,374.53,76.99,49.70,73.50,995.73,75.51,129.15,114.74,40.33,18.43,117.35,0.83
10/16/73,33.19,99.07,146.04,378.05,76.99,50.13,73.96,1008.82,74.58,130.50,114.21,40.33,18.58,116.46,0.81
10/17/73,33.19,97.37,147.45,379.89,76.42,50.41,74.97,1008.82,74.05,129.69,114.04,40.33,18.98,116.02,0.81
10/18/73,33.36,95.67,148.57,385.59,76.02,50.90,74.24,1013.19,74.05,132.93,114.04,40.33,18.98,112.56,0.81
10/19/73,33.45,95.84,150.82,390.95,77.31,50.41,73.32,1026.28,74.05,134.01,117.92,40.33,19.38,113.90,0.81
10/22/73,33.13,95.67,151.67,375.53,77.48,49.14,73.69,1006.21,74.18,131.04,117.21,40.33,19.18,115.23,0.80
10/23/73,33.42,97.03,151.11,383.58,78.37,49.77,75.53,1012.32,75.25,128.88,118.10,40.63,19.58,117.80,0.82
10/24/73,33.30,97.20,151.95,385.59,78.12,49.70,75.16,1015.81,75.11,129.69,117.92,41.15,19.93,119.03,0.82
10/25/73,33.25,97.71,150.54,387.60,78.45,50.83,76.26,1019.30,75.25,130.50,120.21,41.15,19.93,118.13,0.81
10/26/73,33.71,97.71,152.51,382.91,79.91,50.48,77.55,1028.02,76.71,134.28,121.27,41.15,20.13,119.03,0.81
10/29/73,33.48,97.54,153.36,382.24,80.39,51.18,76.72,1028.02,77.38,132.39,119.69,41.15,20.13,118.13,0.83
10/30/73,33.48,96.86,150.54,373.52,79.10,50.13,75.89,1021.04,76.44,131.04,116.68,40.63,19.58,114.34,0.85
10/31/73,33.16,96.18,147.17,375.87,78.37,48.57,75.80,1022.79,74.85,132.39,115.98,40.63,19.58,111.33,0.83
11/1/73,33.42,92.11,144.63,377.21,77.48,48.36,75.71,1022.79,73.51,130.50,115.98,39.81,18.78,111.33,0.81
11/2/73,33.60,88.21,144.07,375.87,78.20,48.85,75.34,1021.04,73.91,129.96,115.63,39.52,18.58,109.21,0.80
11/5/73,33.68,84.99,142.10,371.17,77.39,48.50,74.42,993.12,71.25,126.72,115.45,39.23,18.43,107.87,0.76
11/6/73,33.13,84.82,141.26,370.17,77.80,48.43,73.50,974.79,70.32,119.96,115.45,38.70,18.43,105.31,0.75
11/7/73,33.60,85.16,142.66,371.17,79.26,48.71,73.50,996.61,70.19,123.20,115.63,39.23,18.23,104.86,0.74
11/8/73,33.48,85.83,149.98,380.09,79.26,49.00,76.08,1006.21,71.25,123.20,116.68,39.23,18.23,106.20,0.74
11/9/73,33.42,81.42,148.85,374.87,78.53,49.42,74.42,986.13,69.79,117.26,117.21,38.70,17.83,103.19,0.72
11/12/73,33.07,73.28,148.01,382.78,78.61,49.14,74.24,970.43,66.59,116.99,117.51,38.41,17.63,104.08,0.70
11/13/73,32.90,73.62,151.95,390.19,77.88,50.69,73.50,986.13,67.39,117.80,118.39,37.88,17.83,103.19,0.65
11/14/73,32.84,71.42,147.73,386.48,77.80,50.05,72.31,969.55,64.33,114.02,119.45,37.07,17.83,101.51,0.65
11/15/73,32.78,71.92,144.07,377.06,77.48,50.41,73.32,992.24,63.13,112.94,119.81,37.07,18.23,101.85,0.66
11/16/73,32.93,73.11,145.76,383.12,78.04,50.27,75.16,998.35,63.53,110.24,121.40,37.88,18.58,103.19,0.66
11/19/73,30.83,67.51,141.54,371.67,77.23,49.42,73.23,963.44,59.26,103.75,117.68,36.77,17.83,101.07,0.62
11/20/73,31.01,63.10,140.41,366.28,74.96,49.21,72.03,963.44,59.93,102.94,114.50,36.48,17.83,100.62,0.57
11/21/73,31.15,62.09,140.69,372.68,76.02,48.85,71.39,959.95,54.87,105.10,115.91,36.48,18.23,102.74,0.55
11/23/73,30.98,59.54,141.82,366.96,76.10,48.15,70.93,935.52,50.21,105.91,114.32,35.96,17.63,105.75,0.55
11/26/73,30.39,57.17,139.29,358.20,74.64,47.44,70.01,914.57,50.61,99.70,111.84,34.03,17.63,102.74,0.50
11/27/73,30.27,56.32,136.47,354.84,74.80,46.81,70.47,893.63,53.01,98.89,110.43,32.92,17.72,102.29,0.53
11/28/73,30.25,62.93,140.98,362.58,76.75,48.01,70.75,924.17,56.87,102.40,108.84,32.40,17.92,104.53,0.55
11/29/73,30.48,60.73,143.51,358.20,76.42,48.57,70.20,904.10,56.47,100.51,107.60,32.10,17.72,104.86,0.55
11/30/73,30.27,59.71,143.00,356.86,75.77,48.01,69.83,883.16,53.67,95.38,109.37,31.29,17.17,101.85,0.55
12/3/73,29.49,58.52,135.92,348.10,75.04,47.64,70.38,855.18,52.21,93.48,107.24,30.70,16.57,97.16,0.53
12/4/73,29.22,60.22,134.79,343.73,72.53,47.78,70.93,865.67,50.87,91.32,107.07,30.84,16.37,94.15,0.52
12/5/73,29.25,56.83,135.07,341.03,71.07,46.58,69.19,856.05,50.21,89.97,106.53,31.43,16.22,89.02,0.51
12/6/73,28.93,59.71,138.47,351.13,73.18,47.21,70.38,884.91,58.20,94.29,109.72,32.54,16.37,92.03,0.53
12/7/73,29.17,59.54,141.02,356.86,74.96,47.36,70.20,914.64,56.73,101.05,112.20,33.37,17.37,88.24,0.54
12/10/73,30.01,61.75,142.15,354.16,77.31,48.13,70.93,933.87,57.67,104.56,112.73,33.37,17.37,92.03,0.53
12/11/73,28.99,58.69,139.32,338.68,76.50,47.14,70.93,911.14,56.20,101.05,109.37,32.54,17.17,89.02,0.53
12/12/73,28.70,58.18,133.65,337.50,73.50,46.58,69.37,864.80,55.14,98.35,105.65,32.25,16.37,89.02,0.51
12/13/73,28.47,57.17,134.22,339.35,70.09,45.37,67.07,839.44,55.80,94.29,99.28,31.43,16.02,84.78,0.47
12/14/73,28.35,60.73,133.09,331.27,69.77,45.37,67.07,829.82,59.53,100.78,100.69,30.84,15.61,85.67,0.47
12/17/73,28.00,61.24,130.82,323.19,67.82,46.08,65.79,829.82,59.13,100.24,103.88,31.43,15.81,84.33,0.46
12/18/73,28.26,61.58,133.09,335.98,71.88,46.29,68.27,882.28,61.00,104.56,107.60,30.84,15.81,90.80,0.47
12/19/73,28.06,59.37,134.22,337.67,71.55,46.65,67.99,891.90,60.06,101.05,108.84,30.84,16.37,88.24,0.48
12/20/73,27.82,59.54,134.79,327.23,69.44,45.37,67.35,869.17,59.66,98.08,102.46,30.84,16.37,86.90,0.48
12/21/73,27.30,57.68,131.95,323.87,68.15,44.66,66.70,841.19,59.66,94.02,101.58,31.43,16.37,87.35,0.48
12/24/73,27.07,57.17,130.54,319.83,68.15,44.45,65.60,813.20,56.07,92.40,99.99,31.43,16.22,86.90,0.48
12/26/73,28.00,59.88,135.64,334.64,73.42,45.58,67.26,852.55,59.66,98.35,104.41,31.72,16.97,92.48,0.48
12/27/73,29.25,63.61,141.30,343.39,74.31,46.93,67.62,874.41,60.86,101.05,106.53,32.25,17.52,95.04,0.47
12/28/73,29.28,64.29,141.58,335.65,72.53,46.50,67.35,867.42,61.40,98.08,104.94,32.25,17.37,94.15,0.46
12/31/73,29.52,64.12,142.71,332.28,73.18,45.80,67.62,858.67,60.73,97.00,104.77,32.54,17.37,96.09,0.47
1/2/74,29.05,61.92,141.87,326.90,72.53,45.58,67.26,849.93,61.66,89.43,103.88,32.54,17.37,94.75,0.48
1/3/74,29.63,60.39,143.56,322.18,72.53,45.80,68.17,850.80,60.20,85.65,103.88,33.37,17.72,96.09,0.56
1/4/74,28.93,55.81,146.68,310.74,70.09,43.74,67.62,800.96,56.47,80.24,101.93,33.37,17.37,90.95,0.54
1/7/74,28.47,55.47,145.26,306.02,67.01,42.82,66.15,785.22,53.54,87.54,99.10,33.37,16.77,89.61,0.54
1/8/74,27.77,51.06,141.87,307.03,64.74,42.25,64.50,772.11,53.14,86.19,98.22,33.07,16.22,86.59,0.56
1/9/74,26.72,50.04,138.47,306.70,63.44,41.40,62.11,745.00,51.81,79.43,95.03,32.54,15.61,85.81,0.54
1/10/74,26.19,49.19,135.92,308.38,62.95,41.12,62.02,755.49,52.21,80.79,92.55,32.25,15.06,85.36,0.54
1/11/74,26.72,51.40,139.03,323.19,64.58,41.68,62.94,772.11,54.87,84.84,93.26,32.54,15.21,87.49,0.54
1/14/74,27.45,52.42,140.73,319.15,66.04,42.11,63.55,772.98,55.00,86.19,93.44,32.54,15.21,90.50,0.55
1/15/74,28.06,52.93,141.02,322.01,67.09,43.10,63.73,775.60,55.54,87.27,93.44,32.54,15.41,90.95,0.55
1/16/74,28.03,55.47,141.02,328.24,68.96,43.53,65.03,784.35,57.40,88.62,93.44,32.54,15.41,91.29,0.55
1/17/74,29.20,56.32,142.71,337.67,71.07,43.67,66.32,804.46,59.13,95.11,96.80,32.25,16.02,95.20,0.55
1/18/74,28.70,55.13,141.87,331.27,69.93,42.96,65.58,797.47,58.20,91.59,98.93,31.43,15.81,93.97,0.57
1/21/74,28.06,59.71,143.00,329.93,69.93,43.95,66.50,795.72,61.00,95.11,99.28,30.84,15.21,95.20,0.55
1/22/74,28.12,58.69,143.85,336.32,71.39,44.80,67.24,818.45,59.40,98.35,101.23,31.43,15.41,95.64,0.59
1/23/74,28.32,62.09,146.68,333.97,72.20,45.51,69.27,823.70,60.20,102.94,102.46,30.84,15.41,96.09,0.62
1/24/74,28.32,60.73,145.55,331.95,71.07,45.09,66.87,827.20,59.40,101.59,103.00,30.02,15.41,97.32,0.62
1/25/74,28.12,60.56,139.88,332.62,72.36,45.72,66.87,831.57,58.33,102.40,101.40,30.61,15.21,97.32,0.64
1/28/74,28.41,59.88,134.22,329.08,70.50,44.80,66.32,829.82,57.27,103.21,101.23,30.61,15.41,96.54,0.64
1/29/74,28.09,60.39,137.05,327.57,69.93,44.24,65.76,830.69,57.40,100.51,99.28,30.61,15.21,97.77,0.64
1/30/74,27.97,62.59,137.33,331.61,70.01,44.66,66.87,831.57,58.47,99.70,100.69,31.43,15.61,100.78,0.65
1/31/74,27.42,60.73,135.64,330.26,68.88,44.31,66.13,832.44,57.80,95.11,101.23,30.84,15.21,100.34,0.67
2/1/74,27.33,59.37,133.94,324.88,68.31,43.95,65.58,809.71,57.13,94.29,99.63,30.61,15.21,97.32,0.64
2/4/74,27.12,56.32,131.11,319.15,67.98,43.10,62.99,792.22,55.27,91.59,97.33,30.02,15.21,91.73,0.61
2/5/74,26.89,55.98,128.84,318.82,66.52,42.82,61.88,783.47,54.87,92.13,95.74,28.97,14.86,88.72,0.63
2/6/74,26.77,57.17,127.99,321.23,66.28,42.96,62.07,793.97,55.67,95.65,95.56,29.50,14.66,89.61,0.63
2/7/74,26.83,58.01,128.27,319.87,66.52,42.68,63.36,797.47,54.87,94.29,93.44,29.50,14.66,88.38,0.63
2/8/74,26.54,55.81,127.71,315.64,65.87,42.18,62.90,782.60,53.27,91.32,93.42,28.67,14.66,87.04,0.57
2/11/74,25.70,53.60,122.61,308.70,64.82,41.40,61.42,749.37,51.14,87.54,89.87,27.85,14.66,83.58,0.60
2/12/74,25.61,53.94,125.16,309.04,65.23,41.40,61.52,749.37,51.67,88.08,88.09,27.27,15.06,84.47,0.52
2/13/74,25.93,53.94,122.04,310.39,64.90,41.12,61.79,738.01,51.67,87.54,87.20,26.74,15.06,84.02,0.57
2/14/74,25.72,54.45,122.89,306.67,65.06,40.97,62.16,739.75,52.61,88.35,85.25,26.74,14.86,84.02,0.57
2/15/74,25.75,55.64,126.57,316.15,66.48,41.68,62.62,748.50,53.01,90.24,86.14,27.85,15.21,85.81,0.57
2/19/74,25.70,55.98,126.57,313.78,67.05,42.89,61.61,755.49,53.14,92.40,89.69,29.50,14.86,87.49,0.56
2/20/74,26.16,58.69,127.99,318.86,66.48,43.10,62.62,778.23,54.20,98.89,93.95,28.97,15.06,90.95,0.56
2/21/74,26.54,57.85,131.39,321.56,67.94,44.73,63.73,786.97,55.27,99.16,97.68,29.79,15.21,93.07,0.57
2/22/74,26.45,57.17,131.11,320.21,67.86,44.02,63.64,785.22,55.40,99.43,95.90,29.79,15.61,95.20,0.57
2/25/74,26.34,57.00,130.82,319.19,67.61,43.81,63.36,788.73,54.74,99.70,95.37,29.79,15.61,92.63,0.60
2/26/74,26.45,58.69,131.95,321.90,67.78,44.24,63.36,807.13,55.00,100.24,98.39,29.79,15.21,97.32,0.59
2/27/74,26.83,60.73,130.82,320.89,66.88,44.80,65.39,817.65,55.27,99.70,97.68,30.02,15.61,95.64,0.59
2/28/74,26.83,60.73,129.17,322.07,66.31,44.52,65.12,806.26,55.00,99.70,96.97,30.02,15.41,97.32,0.59
3/1/74,26.75,59.20,128.88,319.53,65.34,44.66,64.47,792.23,55.94,99.70,95.19,29.79,15.41,96.87,0.55
3/4/74,26.63,60.73,128.03,320.55,65.18,44.65,63.46,788.73,58.20,97.00,97.68,29.79,15.81,97.32,0.55
3/5/74,26.72,66.16,127.74,327.32,68.35,45.43,65.49,804.50,59.40,102.13,98.75,30.17,16.08,96.54,0.55
3/6/74,26.89,69.89,127.74,330.70,68.59,45.57,66.13,805.38,59.80,104.29,99.46,30.17,15.88,97.32,0.56
3/7/74,26.42,68.87,126.03,324.61,68.83,45.00,66.13,796.62,59.66,98.35,97.50,30.17,15.68,95.20,0.56
3/8/74,26.72,70.40,126.89,325.63,69.40,46.14,66.23,832.55,60.86,102.40,99.28,30.17,15.88,95.64,0.57
3/11/74,27.57,71.92,129.45,333.75,70.22,46.43,66.60,871.11,62.73,102.40,99.46,30.99,15.88,98.21,0.59
3/12/74,27.95,70.91,128.88,337.81,71.92,48.14,68.44,864.10,62.06,102.40,100.17,31.58,15.68,96.54,0.59
3/13/74,27.95,73.11,125.46,338.49,73.06,48.78,69.27,869.36,62.86,102.40,101.77,31.58,16.08,98.21,0.57
3/14/74,27.57,72.77,121.18,336.80,74.60,48.28,69.09,869.36,61.79,101.59,104.25,30.75,16.44,96.54,0.57
3/15/74,27.13,72.60,120.61,337.47,73.87,48.35,69.83,871.11,61.13,101.05,103.36,29.64,16.29,96.54,0.57
3/18/74,26.54,70.06,119.19,335.10,72.33,47.85,68.63,854.46,59.13,97.00,103.19,29.64,15.88,93.52,0.56
3/19/74,26.72,69.04,116.62,332.73,71.03,47.57,67.61,841.31,58.60,95.11,102.83,29.64,15.48,92.63,0.55
3/20/74,27.04,70.06,121.75,333.41,72.00,47.35,67.52,832.55,59.13,92.13,104.78,29.93,15.88,93.52,0.54
3/21/74,27.33,69.04,122.90,329.01,72.00,47.78,67.80,818.52,58.20,94.29,104.25,29.93,15.88,94.30,0.55
3/22/74,27.48,68.53,125.46,329.69,73.30,47.99,68.07,816.77,59.00,94.29,104.78,29.93,15.88,93.07,0.56
3/25/74,27.72,67.85,128.88,335.10,72.65,48.49,68.72,829.92,59.40,94.29,103.90,29.93,15.88,92.18,0.56
3/26/74,27.48,67.51,128.31,338.49,72.33,47.85,68.72,837.81,58.60,93.75,104.78,29.93,16.08,92.63,0.56
3/27/74,26.84,66.16,125.46,330.36,72.41,47.35,69.09,818.52,57.40,92.40,105.32,29.64,15.88,89.61,0.56
3/28/74,26.13,65.48,123.75,324.61,71.43,46.57,68.72,807.13,56.47,91.59,101.23,28.22,15.13,87.49,0.55
3/29/74,25.81,66.50,123.75,319.19,70.87,46.07,65.39,806.26,56.07,90.24,100.17,28.22,15.13,85.36,0.55
4/1/74,25.64,66.50,124.04,311.07,70.30,46.00,65.12,801.00,55.94,90.24,99.46,27.99,15.13,84.92,0.55
4/2/74,25.61,66.50,124.61,316.83,71.03,45.93,65.03,794.86,55.67,92.13,99.10,27.40,14.92,86.04,0.56
4/3/74,25.90,67.85,127.17,323.93,71.35,47.14,66.41,818.52,57.00,93.75,100.88,27.16,15.13,88.17,0.55
4/4/74,25.87,68.87,127.74,325.12,72.17,46.43,66.41,818.52,57.27,92.94,102.65,27.40,14.92,87.72,0.55
4/5/74,25.37,66.16,124.89,316.15,71.35,46.00,65.76,796.62,56.07,90.24,102.30,27.40,14.92,85.59,0.56
4/8/74,25.11,65.48,123.75,312.42,70.38,45.50,64.56,791.36,55.67,89.70,101.05,27.16,14.72,85.14,0.58
4/9/74,25.64,65.82,125.46,315.47,71.92,45.50,64.47,797.49,55.67,90.78,102.48,27.40,14.72,86.04,0.58
4/10/74,25.31,61.41,122.61,311.75,71.35,45.57,64.01,786.98,55.40,88.89,104.25,27.40,14.72,86.37,0.58
4/11/74,25.58,59.54,121.47,310.73,71.60,45.15,64.29,785.22,54.87,88.89,103.54,27.40,14.72,84.25,0.58
4/15/74,25.75,60.39,123.18,312.09,70.62,45.36,64.81,785.22,55.14,88.35,105.14,27.99,14.72,82.56,0.58
4/16/74,26.37,63.44,125.46,317.16,71.52,46.57,66.11,809.76,58.47,88.89,104.96,28.81,15.13,85.59,0.58
4/17/74,26.40,62.26,124.89,317.16,71.52,46.64,66.48,823.78,58.86,91.32,106.38,28.81,15.68,86.37,0.58
4/18/74,26.25,60.05,125.46,318.18,71.60,45.86,67.03,822.91,58.73,88.35,107.45,29.64,15.68,89.40,0.58
4/19/74,25.78,58.86,123.18,313.61,70.54,45.86,66.76,810.64,57.67,85.38,105.14,29.11,15.13,89.40,0.58
4/22/74,25.81,59.37,123.18,312.09,69.73,45.86,66.29,807.13,57.80,86.19,105.14,28.81,15.13,89.85,0.58
4/23/74,25.34,58.35,121.18,307.69,69.24,45.43,64.99,792.23,56.20,83.49,103.19,27.99,14.72,87.27,0.57
4/24/74,24.96,57.00,121.18,302.78,69.08,44.72,65.55,764.19,54.34,82.41,99.63,27.40,14.72,85.59,0.56
4/25/74,24.67,58.35,118.62,300.07,68.59,45.43,65.73,764.19,55.00,82.14,99.99,27.40,14.32,88.17,0.56
4/26/74,24.52,57.68,117.76,305.32,69.81,44.72,67.87,760.69,55.67,79.70,102.83,28.22,14.12,88.61,0.57
4/29/74,24.64,59.03,118.62,303.96,70.38,44.93,68.98,761.56,57.13,79.70,104.07,28.22,13.56,91.98,0.56
4/30/74,24.73,59.37,116.34,307.69,70.87,45.79,69.63,758.93,57.00,83.22,105.67,27.99,13.77,88.61,0.56
5/1/74,24.52,61.75,120.33,311.41,71.35,46.85,70.75,765.94,58.07,84.84,107.98,28.22,13.92,94.55,0.55
5/2/74,23.61,61.07,120.90,310.56,71.19,46.71,70.93,779.97,57.80,87.00,107.45,27.99,13.92,95.90,0.55
5/3/74,23.14,59.88,119.47,306.33,70.70,45.43,70.56,788.73,57.00,86.73,105.32,27.16,13.36,95.45,0.54
5/6/74,23.41,61.24,119.76,303.62,71.19,45.50,70.56,779.97,57.80,87.00,104.25,27.16,13.36,97.13,0.54
5/7/74,23.50,60.39,118.90,308.87,70.87,45.57,72.79,788.73,59.00,86.19,107.63,27.16,13.77,98.47,0.57
5/8/74,24.38,59.88,118.05,307.72,71.84,45.57,72.61,786.98,60.33,80.52,109.22,26.34,13.77,98.92,0.59
5/9/74,25.43,62.93,116.05,313.85,73.79,46.43,73.53,813.27,62.86,81.06,111.00,27.16,13.92,101.50,0.58
5/10/74,25.43,61.92,108.64,305.00,73.71,46.14,73.53,806.26,60.60,78.08,109.93,26.87,13.36,98.02,0.58
5/13/74,25.20,60.22,110.35,301.59,72.49,46.43,72.14,804.50,60.20,77.81,107.24,25.45,13.56,98.02,0.58
5/14/74,25.14,59.37,113.49,303.64,73.30,47.28,72.61,799.25,60.46,75.11,109.56,25.45,13.77,97.58,0.57
5/15/74,25.20,59.88,114.34,302.78,73.63,46.57,73.53,804.50,60.86,77.00,109.38,26.04,13.92,99.37,0.57
5/16/74,24.73,58.01,113.20,299.55,73.63,46.85,72.88,803.63,60.86,77.54,107.60,26.34,13.92,98.92,0.58
5/17/74,23.91,57.00,111.20,297.17,72.98,46.57,71.68,792.23,59.53,76.19,106.88,25.45,13.77,97.13,0.58
5/20/74,23.91,57.68,110.35,297.17,73.24,46.64,71.49,793.11,59.93,76.19,106.35,24.63,13.77,98.02,0.57
5/21/74,24.02,58.69,109.21,296.15,74.38,46.85,72.05,793.11,61.26,74.03,107.78,24.63,13.77,98.02,0.57
5/22/74,23.67,58.86,108.64,294.27,74.46,46.57,72.05,791.36,60.60,71.60,107.95,24.63,13.56,97.13,0.57
5/23/74,24.14,60.73,108.35,294.44,74.38,46.57,72.70,805.38,60.46,73.49,107.95,24.63,13.77,98.47,0.57
5/24/74,24.35,62.59,108.92,297.85,76.01,47.14,72.98,830.79,62.19,75.65,108.67,26.04,13.92,102.73,0.61
5/28/74,24.29,62.59,110.06,295.47,75.35,48.28,72.23,825.54,62.06,76.19,108.84,26.34,14.12,101.50,0.62
5/29/74,24.08,59.20,108.64,286.79,73.73,46.71,72.05,803.63,59.26,76.46,108.31,26.87,13.99,101.50,0.62
5/30/74,24.64,61.24,110.06,292.06,74.70,45.57,72.05,814.14,58.60,79.70,107.24,26.34,13.99,98.47,0.60
5/31/74,25.11,60.56,110.06,289.34,74.87,45.00,72.79,820.28,58.07,82.14,107.06,26.34,14.20,98.47,0.60
6/3/74,25.49,62.43,111.77,298.19,76.17,45.99,73.91,827.30,60.06,87.54,107.60,26.48,14.40,97.13,0.61
6/4/74,25.90,65.14,112.06,300.23,76.49,46.35,72.61,833.45,60.06,86.19,109.20,28.14,14.80,92.87,0.61
