Date,NDX,AMZN,EBAY,MU,CSCO,QCOM,INTC,ORCL,MSFT,ADBE,JNPR,TXN,ASML,MSTR,VRSN,NOK,YHOO,LU
5/11/01,1821,0.73,5.08,39.52,12.71,18.45,15.91,12.87,21.4,19.81,42.28,23.92,17.85,4.76,44.61,15.74,8.89,3.71
5/14/01,1795,0.67,5.27,39.89,12.39,18.12,15.61,12.99,21.19,19.46,41.9,23.49,17.15,4.12,43.61,15.46,9.03,3.71
5/15/01,1797,0.68,5.35,38.32,12.5,18.94,15.49,12.9,21.05,19.28,41.42,23.64,16.94,4,43.77,15.61,9.69,3.83
5/16/01,1899,0.71,5.52,38.42,13.35,20.61,16.15,13.28,21.32,20.42,45.11,24.58,17.61,4.08,47.1,15.95,9.93,3.77
5/17/01,1925,0.74,5.97,40.23,13.25,21.12,16.29,13.05,21.02,21.67,41.65,25.41,17.88,4.3,49.25,16.46,9.68,4.08
5/18/01,1928,0.74,5.98,39.29,13.48,20.81,16.38,13.18,20.99,21.13,42.71,25.35,18.46,4.19,51.58,16.83,9.68,4.08
5/21/01,2053,0.82,6.11,41.77,15.26,22.6,17.03,14.65,21.21,22.61,44.05,26.73,18.83,4.13,57.45,17.48,11.06,3.9
5/22/01,2043,0.81,6.13,40.01,15.67,22.25,16.82,14.23,21.68,23,44.37,26.37,18.78,4.1,56.05,17.18,10.22,3.71
5/23/01,1958,0.78,5.81,39.45,14.92,21.68,16.4,13.63,21.49,22.11,41.54,25.27,17.77,4.04,52.62,16.49,10.77,3.53
5/24/01,2003,0.84,6.04,39.43,15.29,22.28,16.63,14.01,22.11,22.59,42.53,24.52,17.65,4.13,55.15,16.23,10.46,3.71
5/25/01,1961,0.85,5.94,39.89,14.71,21.49,16.57,13.37,21.86,22.22,40.65,24.17,17.41,4.01,53.05,15.78,10.46,3.71
5/29/01,1874,0.86,5.7,37.23,13.65,21.07,15.86,12.64,21.69,20.72,36.15,23.34,16.73,3.72,49.29,15.16,8.84,3.17
5/30/01,1779,0.78,5.72,36.01,12.68,19.68,15.15,11.75,21.33,19.94,31.34,21.13,16.1,3.38,46.88,14.24,9.05,3.1
5/31/01,1800,0.83,5.78,36.76,12.85,19.33,15.38,12.39,21.33,19.77,33.14,21.78,16.15,3.77,47.98,14.6,9.73,3.29
6/1/01,1841,0.85,5.85,38.42,12.58,19.61,16.37,12.84,21.69,20.17,33.35,21.87,16.46,3.71,47.76,14.35,9.73,3.29
6/4/01,1839,0.85,5.98,37.65,13.17,19.72,16.23,13,21.82,20.05,34.63,21.87,16.34,3.6,46.11,14.62,10,3.17
6/5/01,1924,0.82,6.18,41.17,14.37,20.22,16.93,13.57,22.38,20.72,36.3,22.98,17.16,3.51,48.06,15.45,9.84,3.29
6/6/01,1904,0.8,6.16,40.65,13.85,19.89,16.98,13.76,22.31,20.32,34.83,22.67,16.78,3.59,45.93,14.99,9.71,3.29
6/7/01,1963,0.81,6.2,43.96,14.56,20.69,17.73,14.03,22.72,21.3,36.34,25.15,17.57,3.66,49.89,15.54,9.28,3.35
6/8/01,1896,0.79,6.07,42.46,13.67,19.49,17.47,13.77,22.56,20.89,29.63,24.31,17.64,3.8,47.26,14.9,9.28,3.35
6/11/01,1847,0.74,5.99,40.78,13.6,19.03,17.27,13.11,22.23,21.02,27.53,23.5,17.15,3.67,45.78,14.34,9.05,3.47
6/12/01,1852,0.73,6.06,40.92,13.59,18.45,17.16,13.07,22.22,20.47,27.77,22.28,16.89,3.64,49.21,11.62,8.57,3.35
6/13/01,1790,0.71,5.9,40.09,12.69,17.26,16.55,12.55,21.79,19.97,25.83,21.72,16.78,3.6,45.86,11.78,8.23,3.53
6/14/01,1711,0.66,6.12,37.05,11.84,16.39,15.72,12.02,21.24,19.39,25.17,20.12,15.87,3.57,42.54,11.04,8.01,3.41
6/15/01,1702,0.62,6.22,38.72,11.11,15.71,15.76,12.14,20.97,19.66,24.27,20.52,15.52,3.75,42.55,11.22,8.01,3.41
6/18/01,1666,0.59,6.01,37.74,11.01,15.93,15.69,12.01,20.62,20.15,22.05,19.87,15.41,3.43,42.85,11.06,7.78,3.04
6/19/01,1676,0.57,6.03,37.27,11.1,16.01,15.19,13.57,20.75,21.25,22.25,18.9,15.21,3.17,41.73,11.16,9.24,3.04
6/20/01,1722,0.63,6.64,36.11,10.94,15.42,15.65,14.18,21.4,22.52,24.2,19.12,14.39,3.1,47.86,11.3,8.9,3.1
6/21/01,1751,0.65,6.67,36.96,11.8,16.71,15.53,14.49,21.53,22.52,23.27,19.41,13.97,3.17,49.79,11.39,8.65,3.23
6/22/01,1727,0.62,6.47,37.62,11.69,17.2,15.67,14.15,21.22,21.67,22.59,19.34,15.05,3.3,49.7,11.64,8.65,3.23
6/25/01,1744,0.64,6.78,38.25,12.35,17.3,16.28,14.39,21.23,22.14,23.77,19.7,15.31,3.16,51.01,11.19,9.57,3.17
6/26/01,1752,0.66,6.53,39.21,12.02,17.01,16.5,14.93,21.62,22.2,22.98,19.73,15.28,2.88,48.14,10.96,9.37,3.23
6/27/01,1756,0.7,6.55,38.95,11.96,17.69,16.32,14.61,21.93,22.05,23.55,19.73,15.54,2.81,48.65,10.71,9.69,3.17
6/28/01,1809,0.72,6.68,40.77,12.4,18.34,16.88,15.53,22.43,23.3,23.57,20.25,15.45,2.71,47.88,10.77,9.99,3.1
6/29/01,1830,0.71,6.54,40.28,12.14,18.62,16.66,15.38,22.51,23.37,24.24,20.37,15.45,2.8,50.96,11.08,9.99,3.1
7/2/01,1830,0.73,6.51,41.46,12.83,18.42,17.12,15.85,21.77,23.34,24.75,20.96,15.62,3.7,51.37,11.19,9.9,2.98
7/3/01,1822,0.71,6.6,42.39,12.81,20.33,17.35,16.01,21.73,22.52,24.37,20.63,15.43,3.4,49.77,11.09,9.9,2.92
7/5/01,1751,0.76,6.35,41.06,11.73,19.55,16.99,15.33,21.12,22.21,22.21,20.02,14.44,3.14,45.95,10.16,8.94,2.62
7/6/01,1669,0.76,6.23,38.13,11.2,18.52,16.19,14.74,20.37,21.56,20.77,18.67,14.06,3.05,43.47,9.49,8.94,2.62
7/9/01,1697,0.79,6.16,37.74,11.51,19.65,16.46,15.31,20.25,21.87,21.86,18.77,14.51,3.06,43.56,9.24,8.91,2.43
7/10/01,1625,0.78,5.75,36.84,10.81,18.8,15.83,14.24,19.88,21.36,19.61,18.93,14.48,3.32,44.96,9.23,8.52,2.19
7/11/01,1642,0.77,5.75,38.72,11.14,17.97,15.98,14.57,20.5,20.6,19.12,19.19,14.41,3.16,42.67,8.99,9.13,2.34
7/12/01,1750,0.82,6.39,39.2,11.92,20.17,17.14,15.92,22.07,21.35,22.19,21.16,15.16,3.33,47.81,9.55,9.12,2.31
7/13/01,1751,0.85,6.4,38.24,12.5,20.88,17.19,15.82,21.99,20.07,21.38,21.2,14.78,3.3,46.26,9.14,9.12,2.31
7/16/01,1686,0.8,6.29,36.02,11.82,20.41,16.59,15.14,21.94,19.61,19.62,20.14,14.26,3.25,44.41,8.57,9.24,2.17
7/17/01,1730,0.82,6.44,37.9,11.87,20.59,17.03,15.79,22.14,20.47,20.25,20.25,14.48,3.24,47.46,8.72,8.52,2.24
7/18/01,1667,0.8,6.35,37.49,11.44,19.91,16.45,15.2,21.76,19.91,18.68,19.22,13.9,2.95,42.35,8.49,8.71,2.43
7/19/01,1696,0.82,6.15,38.78,11.85,20.91,17.06,15.52,22.37,20.82,19.08,20.92,13.84,3.07,38.67,9.74,8.97,2.43
7/20/01,1676,0.85,6.38,38.31,12,20.53,17.04,15.44,21.33,20.23,19.34,20.12,13.39,3.06,36.47,9.59,8.97,2.43
7/23/01,1630,0.8,6.2,37.34,12.19,19.37,16.51,14.68,20.68,20.18,19.17,19.66,13.28,2.94,36.43,9.49,8.48,2.56
7/24/01,1605,0.6,5.89,37.09,12.26,18.38,16.45,14.74,20.45,19.88,19.45,19.28,13.1,3.09,37.67,9.59,8.44,2.37
7/25/01,1628,0.58,5.88,37.62,12.48,18.97,16.75,15.59,20.8,20.87,18.12,20.18,12.96,2.89,40.11,9.79,8.74,2.46
7/26/01,1673,0.62,6.19,39.95,12.93,18.99,16.96,15.71,20.53,21.38,19.47,21.59,13.23,2.87,40.05,10.24,9.01,2.5
7/27/01,1683,0.61,6.07,40.43,12.72,20.11,16.64,15.43,20.18,21.41,20.11,22.26,13.55,2.78,45.94,10.59,9.01,2.5
7/30/01,1670,0.63,5.83,40.54,12.61,20.41,16.54,15.12,20.29,20.16,19.65,22.33,13.99,2.88,46.98,10.8,8.81,2.43
7/31/01,1684,0.62,5.97,41.17,12.83,20.13,16.98,14.64,20.41,18.64,20.02,22.04,14.21,3.24,46.37,10.89,9.14,2.5
8/1/01,1730,0.63,5.88,42.83,13.55,20.81,17.51,14.83,20.49,19.2,21.43,23.4,14.88,3.89,47.5,10.92,9.22,2.5
8/2/01,1751,0.61,5.8,44.01,13.51,21.75,18.29,14.82,20.79,19.17,21.77,24.37,14.69,3.5,47.51,11.3,8.94,2.5
8/3/01,1726,0.61,6.14,42.59,13.38,21.28,18.05,14.57,20.62,18.86,21.59,23.96,14.28,3.38,46.02,11.09,8.94,2.5
8/6/01,1703,0.6,6.06,41.18,13.04,21.42,17.25,14.14,20.39,18.28,20.75,23.47,14.1,3.33,45.21,10.86,8.65,2.34
8/7/01,1696,0.58,6.14,40.12,12.85,21.51,17.45,13.96,20.46,17.11,20.18,22.65,13.8,3.55,46.49,10.72,8.28,2.31
8/8/01,1626,0.56,5.96,38.47,12,20.72,16.87,13.2,20,16.94,18.29,21.5,13.31,3.5,44.05,10.04,8.14,2.22
8/9/01,1629,0.52,6,37.99,12.2,20.92,16.9,12.95,20.04,17.29,18.38,21.85,13.66,3.43,43.01,9.8,7.71,2.17
8/10/01,1617,0.5,5.83,38.41,12.23,20.3,17.07,12.27,20.2,16.93,17.73,22.14,13.68,3.25,41.91,9.49,7.71,2.17
8/13/01,1653,0.51,5.8,38.02,12.15,21.2,17.41,12.7,20.3,17.83,17.81,22.22,13.88,3.27,42.13,9.67,7.49,1.97
8/14/01,1630,0.53,5.86,36.66,11.78,20.99,17.29,12.59,19.94,17.15,18.31,22.27,13.78,3.13,41.59,9.6,7.13,2
8/15/01,1572,0.5,5.73,35.73,11.34,20.22,16.97,12.15,19.48,16.67,17.2,21.35,13.56,3.1,39.12,9.31,7.39,2.07
8/16/01,1582,0.49,5.82,36.97,11.66,20.63,17.19,12.4,19.92,17.03,15.6,22.18,13.73,3.11,40.46,9.22,7.03,2.09
8/17/01,1517,0.5,5.63,35.38,11.08,19.6,16,11.92,19.08,16.29,14.42,21.17,13.03,3.2,39.61,8.53,7.03,2.09
8/20/01,1536,0.52,5.78,35.33,11.28,20.28,16.07,11.99,19.33,17.02,13.95,21.31,13.14,3.2,37.77,8.61,6.5,2.12
8/21/01,1481,0.49,5.53,34.6,10.68,19.88,15.43,11.44,18.74,16.63,13.36,20.77,12.89,3,36.68,8.49,6.7,2.09
8/22/01,1515,0.51,5.43,36.51,11,20.29,15.93,11.85,18.7,17.19,12.72,21.5,13.47,2.92,37.42,8.98,6.63,2.17
8/23/01,1497,0.48,5.26,35.56,11.18,20.04,15.77,11.34,18.23,17.15,12.62,21.7,13.61,2.73,37.37,8.66,7.05,2.22
8/24/01,1580,0.51,5.63,37.78,12.18,21.04,16.57,12.3,19.13,17.79,13.47,22.68,14.55,2.65,39.92,9.03,7.05,2.22
8/27/01,1578,0.51,5.38,39.55,12.02,20.68,16.61,12.09,19.21,17.84,13.38,23,14.65,2.41,40.5,8.66,6.5,2.34
8/28/01,1526,0.5,5.15,38.25,11.4,19.99,16.25,11.34,18.73,16.94,13.01,22.81,13.71,2.39,37.91,8.39,6.07,2.29
8/29/01,1500,0.46,5.15,36.81,11.4,19.96,16.01,10.81,18.57,16.75,12.11,21.75,13.21,2.49,32.85,8.05,5.66,2.29
8/30/01,1454,0.43,5.3,36,10.68,18.97,15.46,9.72,17.55,16.28,11.25,21.08,12.88,2.6,33.75,7.64,5.93,2.24
8/31/01,1470,0.45,5.37,36.86,10.9,18.73,15.93,9.89,17.59,16.71,10.91,21.15,12.62,2.47,34.86,7.86,5.93,2.24
9/4/01,1424,0.43,5.2,35.58,10.52,17.28,15.3,9.78,17.3,15.97,10.51,20.51,11.72,2.32,32.64,7.49,5.32,2.19
9/5/01,1415,0.38,5.22,35.29,9.93,16.94,15.65,9.77,17.8,16.01,9.9,19.7,11.51,2.32,30.95,6.92,5.55,2.24
9/6/01,1362,0.41,5.26,32.8,9.61,15.44,14.87,8.84,17.27,15.28,9.9,18.85,10.52,2.27,29.01,6.47,5.38,2.19
9/7/01,1354,0.43,5.06,32.1,9.58,15.65,14.75,8.96,17.08,15.97,9.97,18.28,10.54,2.05,32.73,6.63,5.38,2.19
9/10/01,1365,0.43,5.21,31.13,9.66,16.09,14.86,9.28,17.75,16.34,9.74,18.28,10.32,1.89,34.03,6.87,5.87,2.09
9/17/01,1253,0.37,4.72,28.62,9.34,14.58,13.44,8.91,16.31,15.04,8.98,17.25,9.05,2.05,33.88,7.71,5.05,1.68
9/18/01,1225,0.36,4.77,24.92,9.06,14.76,13.37,9.21,16.75,14.97,7.75,15.52,8.46,1.95,34.24,7.6,5.04,1.73
9/19/01,1208,0.37,4.61,22.98,9,14.32,12.7,9.07,16.61,12.98,8.38,15.27,8.15,1.83,36.43,8.02,4.99,1.66
9/20/01,1166,0.37,4.3,21.65,8.59,14.5,11.78,9.16,15.65,12.9,8.53,13.88,7.33,1.66,33.96,7.96,4.34,1.53
9/21/01,1127,0.37,4.18,20.69,8.07,14.29,11,8.71,15.33,12.47,8.65,14.69,7.01,1.54,32.52,7.82,4.34,1.53
9/24/01,1191,0.37,4.47,21.86,8.38,15.15,12.14,10.14,16.03,12.58,9.58,15.62,7.83,1.46,33.85,8.53,4.64,1.63
9/25/01,1188,0.35,4.48,20.82,8.41,15.54,12.35,9.92,15.82,12.47,8.52,15.59,8.46,1.61,35.85,8.52,4.05,1.61
9/26/01,1143,0.32,4.2,16.91,8.16,14.75,11.91,9.88,15.5,11.89,7.97,15.17,7.78,1.41,32.23,8.03,4.55,1.61
9/27/01,1144,0.31,4.31,17.43,7.5,15.14,11.71,9.75,15.4,11.36,7.66,15.17,7.67,1.25,33.55,7.91,4.41,1.61
9/28/01,1168,0.3,4.37,18.46,8.13,15.13,11.65,10.19,15.78,11.93,7.56,15.96,7.78,1.13,35.58,7.82,4.41,1.61
10/1/01,1151,0.3,4.48,17.4,7.94,14.26,11.4,10.19,15.97,11.98,7.24,15.97,7.58,1.2,35.88,7.62,4.62,1.66
10/2/01,1159,0.3,4.53,17.91,7.66,14.6,11.13,10.2,16.36,12.13,7.43,14.78,7.92,1.31,36.04,7.59,4.96,1.61
10/3/01,1249,0.34,4.77,18.62,9.31,14.26,12.1,11.06,17.34,13.82,9.35,16.14,8.37,1.4,39.21,8.03,5.34,1.66
10/4/01,1261,0.35,5.02,19.1,9.62,13.37,12.28,11.16,17.4,14.25,10.34,17.28,8.74,1.34,40.15,8.35,5.17,1.68
10/5/01,1272,0.36,5.1,19.66,9.97,12.24,12.51,11.5,17.79,14.37,11.75,17.32,8.94,1.19,39.74,8.48,5.17,1.68
10/8/01,1280,0.36,5.29,20.73,10.04,13.12,12.67,11.25,17.89,14.89,11.88,18.37,9.41,1.32,40.59,8.6,5.08,1.8
10/9/01,1245,0.35,5.19,19.6,9.74,13,12.22,11.09,16.82,14.34,11.57,17.13,9.07,1.45,38.29,8.49,5.46,1.97
10/10/01,1305,0.36,5.43,20.81,10.11,14.29,13.14,11.57,17.11,14.57,11.69,18.24,10.09,1.61,39.6,9.48,6.25,2.17
10/11/01,1390,0.39,5.67,23.03,10.98,15.81,13.97,12.12,17.36,15.86,12.97,19.71,10.59,1.84,43.73,9.66,6.04,2.07
10/12/01,1394,0.4,5.62,24.99,11.31,15.76,14.26,12.1,17.38,15.82,16.41,20.06,10.16,1.9,41.68,9.47,6.04,2.07
10/15/01,1379,0.44,5.88,22.68,10.82,16.09,13.89,11.69,17.9,15.42,15.99,19.38,9.74,2.09,42.41,9.36,6.25,2.09
10/16/01,1405,0.48,5.88,21.61,11.32,15.87,14.22,12.1,18.02,15.45,17.88,20.12,10.17,2.92,42.25,9.73,5.68,2.07
10/17/01,1315,0.45,5.45,20.25,10.41,14.85,14,11.06,17.27,14.32,16.47,19.11,9.07,2.83,38.58,9.74,5.63,2.12
10/18/01,1330,0.42,5.64,19.36,11.16,15.09,13.7,11.55,17.5,14.52,17.92,17.89,9.03,2.46,40.28,9.38,5.68,2.09
10/19/01,1348,0.4,4.96,20.39,11.16,15.37,13.76,11.77,17.85,14.98,18.44,17.72,9.17,2.35,40.11,10.04,5.68,2.09
10/22/01,1383,0.44,5.07,21.31,11.23,15.38,14.42,12.1,18.55,15.44,18.12,18.47,9.53,2.18,40.14,10.37,5.79,2.36
10/23/01,1384,0.48,5.31,21.36,10.95,15.71,14.25,12.15,18.63,15.56,18.62,18.27,9.85,2.3,39.91,10.49,5.97,2.48
10/24/01,1425,0.38,5.46,21.96,11.5,16.95,14.52,11.87,18.9,16.69,21.05,19.07,10.44,2.31,41.99,11.03,6.12,2.39
10/25/01,1479,0.39,5.65,22.77,11.84,17.78,14.87,11.29,19.29,16.43,20.56,19.97,10.62,2.17,45.29,10.84,6.03,2.68
10/26/01,1455,0.38,5.44,23.47,11.54,17.59,14.74,10.99,19.18,16.26,19.48,19.45,10.63,2.39,36.36,10.78,6.03,2.68
10/29/01,1375,0.35,5.01,22.05,10.96,16.65,13.78,10.85,18.39,15.09,18.7,18.22,10.16,2.73,33.68,10.07,5.54,2.56
10/30/01,1342,0.32,5.1,20.66,11.06,15.5,13.41,10.93,18.15,14.3,17.92,17.43,9.4,2.68,33.89,10.14,5.44,2.51
10/31/01,1365,0.35,5.01,22.31,11.29,15.64,13.92,10.98,17.93,13.13,17.29,17.89,9.99,2.75,32.87,10.24,5.6,2.8
11/1/01,1424,0.35,5.08,22.54,11.78,16.43,14.78,11.47,19.07,13.5,17.08,18.73,10.8,2.47,31.37,10.62,5.48,3.04
11/2/01,1426,0.34,4.94,24.26,11.52,17.04,14.99,11.7,18.93,13.41,15.18,19.13,10.85,2.32,32.89,10.72,5.48,3.04
11/5/01,1480,0.35,5.14,24.11,11.94,16.9,15.37,12.11,19.51,14.05,17.6,19.12,11.51,2.37,34.14,11.21,6.5,3.04
11/6/01,1523,0.35,5.32,23.98,12.32,17.42,16.11,12.32,19.97,14.22,17.48,20.13,11.85,2.4,35.28,11.52,6.71,2.92
11/7/01,1525,0.37,5.4,25.39,12.63,17.54,16.13,12.61,19.81,14.95,17.94,20.36,11.62,2.6,35.44,11.09,6.56,3.04
11/8/01,1511,0.35,5.28,26.38,12.74,17.92,16.13,12.51,19.86,14.41,17.48,20.4,11.73,2.6,34.99,11.18,6.86,3.04
11/9/01,1515,0.36,5.44,25.59,12.81,17.64,15.9,12.45,20.1,14.32,18.27,19.82,11.8,2.54,36.37,11.02,6.86,3.04
11/12/01,1529,0.35,5.5,26.61,12.85,17.9,16.18,12.47,20.28,14.43,18.7,20.39,12.08,2.44,37.22,11.18,6.99,3.1
11/13/01,1581,0.36,5.72,28.42,13.07,18.32,17.14,11.76,20.93,15.26,18.61,21.62,12.55,2.45,39.09,11.68,7.61,3.29
11/14/01,1586,0.47,5.93,27.21,13.27,18.48,17.86,12.08,20.33,15.59,19.68,21.66,12.6,2.5,39.7,12.23,7.42,3.59
11/15/01,1583,0.45,5.74,27.21,13.44,18.77,17.55,11.97,20.38,15.8,19.58,21.27,12.96,2.75,37.92,12.13,7.74,3.53
11/16/01,1582,0.45,5.73,25.78,13.36,19.12,17.47,11.78,20.27,15.87,19.95,20.86,13.55,2.71,38.41,12.48,7.74,3.53
11/19/01,1618,0.46,5.93,26.78,13.82,19.89,17.67,12.04,20.51,16.74,20.71,21.07,12.95,2.71,39.49,12.29,7.45,3.29
11/20/01,1550,0.43,5.64,25.54,13.21,18.85,17.08,11.79,20.16,16.02,19.5,19.98,11.7,2.99,35.01,11.7,7.46,3.29
11/21/01,1552,0.44,5.81,25.39,12.78,19.03,17.57,11.4,19.75,16.01,19.67,19.88,11.86,2.9,33.26,11.81,7.46,3.53
11/23/01,1577,0.45,5.88,26.21,13.07,19.52,17.71,11.67,19.95,16.49,20.14,20.29,12.37,3.13,33.98,12.07,7.87,3.41
11/26/01,1620,0.61,6.22,28.03,13.3,19.23,18.17,11.93,20.08,17.38,20.57,20.75,12.85,3.5,33.98,12.6,8.7,3.53
11/27/01,1610,0.57,6.18,28.57,13.15,19.11,18.43,11.67,19.65,17.03,20.5,20.83,12.53,3.99,33.99,11.84,8.11,3.29
11/28/01,1557,0.58,6.22,26.2,12.6,18.24,18.11,11.43,19.36,15.95,18.84,19.84,11.98,3.4,33.37,11.04,8.35,3.1
11/29/01,1599,0.56,6.32,27.3,13.27,18.6,18.43,11.49,19.99,16.72,19.28,20.5,12.32,3.4,32.04,11.42,7.79,3.29
11/30/01,1596,0.57,6.5,26.62,13.64,18.69,18.62,11.36,19.8,15.96,19.15,20.49,12.09,3.44,31.72,11.49,7.79,3.29
12/3/01,1568,0.52,6.4,27.99,13.25,18.23,18.27,11.09,19.97,15.9,18.1,19.81,11.84,3.58,31.19,11.33,8.48,3.53
12/4/01,1634,0.6,6.68,29.89,13.69,19.07,18.74,11.17,20.35,17.08,19.67,19.82,12.39,3.59,31.91,12.08,8.53,3.47
12/5/01,1721,0.59,6.59,32.4,14.37,19.73,19.74,12.44,21,18.23,19.99,21.42,13.97,3.83,34.25,12.75,9.51,3.65
12/6/01,1718,0.61,6.7,31.9,14.54,19.11,19.48,12.87,21.16,18.54,20.97,21.42,13.57,3.9,36.45,12.44,8.84,3.53
12/7/01,1674,0.59,6.49,31.12,14.12,18.13,18.96,12.88,20.91,18.15,19.93,20.91,13.12,4.45,35.94,12.28,8.84,3.53
12/10/01,1645,0.58,6.4,30.46,13.84,18.15,18.79,12.48,20.67,17.77,18.96,19.89,13.03,4.29,35.38,11.88,9.21,3.59
12/11/01,1661,0.61,6.69,30.29,13.87,18.31,18.93,12.23,20.75,16.9,19.11,19.85,12.94,4.55,34.65,12.73,9.57,3.77
12/12/01,1670,0.6,6.64,31.12,13.68,18.36,19.43,12.23,20.95,15.81,18.65,20.59,13.69,4.71,36.3,12.69,8.79,3.71
12/13/01,1602,0.54,6.32,29.1,12.69,17.51,18.57,11.88,20.43,15.24,16.51,19.13,12.16,4.23,35.6,11.82,8.61,3.65
12/14/01,1606,0.55,6.36,29.65,12.94,17.77,18.97,11.8,20.79,15.83,15.78,19.4,12.35,3.88,34.81,12.3,8.61,3.65
12/17/01,1640,0.54,6.62,30.09,12.85,17.04,19.37,11.97,21.27,15.69,16.44,19.29,12.94,3.82,35.65,12.65,9.19,3.65
12/18/01,1658,0.54,6.38,31.18,13.09,17.06,19.28,12.18,21.36,16.42,18.13,19.06,12.96,4.23,36.42,12.53,8.86,3.59
12/19/01,1629,0.54,6.32,29.5,12.91,16.64,18.85,12.08,21.42,16.23,17.87,17.84,12.3,4.45,34.92,12.28,8.11,3.71
12/20/01,1557,0.51,6.07,28.92,12.2,15.78,18.24,11.73,20.58,15.26,14.69,16.94,11.19,4.01,32.22,11.71,8.46,3.71
12/21/01,1578,0.5,6.2,29.56,12.14,15.91,18.48,11.64,20.82,15.65,15.59,17.9,11.6,4.25,33.81,11.98,8.46,3.71
12/24/01,1577,0.49,6.09,29.13,12.08,15.95,18.26,11.61,20.74,15.41,15.38,17.79,11.42,4.07,32.62,11.83,8.34,4.2
12/26/01,1591,0.56,6.33,29.8,12.17,16.11,18.41,11.41,20.87,15.26,14.98,17.93,11.8,4.2,32.79,12.25,8.88,4.44
12/27/01,1606,0.53,6.32,30.55,12.34,16.62,18.63,11.33,20.92,15.83,15.08,18.38,12.07,4.22,33.04,12.39,9.15,4.44
12/28/01,1621,0.55,6.49,31.03,12.37,16.49,18.39,11.38,20.92,16.04,15.09,18.32,12.08,4.06,33.03,12.61,9.15,4.44
12/31/01,1577,0.54,6.39,30.39,12.08,16.07,17.93,11.18,20.42,15.45,14.77,17.9,11.84,3.85,32.3,12.25,8.87,4.44
1/2/02,1610,0.55,6.32,32.58,12.83,16.57,18.82,11.32,20.67,15.85,16.2,18.43,12.35,3.89,32.32,,9.56,4.44
1/3/02,1667,0.6,6.49,35.79,13.85,16.55,20.26,12.38,21.34,16.46,17.14,19.63,13.36,3.94,31.71,,9.45,4.44
1/4/02,1675,0.61,6.54,35.24,13.9,16.05,20.41,12.51,21.24,17.87,16.78,19.44,13.48,4.07,30.83,,9.45,4.44
1/7/02,1650,0.62,6.38,35.43,13.7,15.02,20.11,12.54,21.14,18,16.86,18.8,13.32,3.8,28.91,,9.77,4.69
1/8/02,1667,0.59,6.45,34.6,13.98,15.34,20.29,12.75,21.39,18.23,16.68,18.54,13.37,3.88,30.61,,10.12,4.32
1/9/02,1654,0.58,6.39,34.32,13.91,14.71,20.16,13.55,21.18,18.73,16.46,18.04,13.55,3.91,29.61,,10.24,4.2
1/10/02,1657,0.55,6.3,33.08,14.01,14.86,19.76,13.51,21.36,18.14,15.88,17.61,14.03,3.88,31.81,,10.08,4.14
1/11/02,1634,0.55,6.1,34.43,13.49,14.8,19.7,13.17,21.15,17.93,15.01,17.42,14.31,4.09,30.75,,10.08,4.14
1/14/02,1604,0.51,6.03,34.89,13.1,15.01,19.87,13.27,21.11,17.72,14.11,17.32,13.95,4.03,29.8,,9.73,4.2
1/15/02,1612,0.51,6.11,34.6,13.13,14.82,19.78,13.76,21.44,18.05,14,16.88,13.8,3.99,30.31,,8.94,4.02
1/16/02,1559,0.46,5.72,33.03,12.64,14.48,19.22,13.42,20.92,17.47,13.22,16.82,12.69,3.81,28.26,,10.06,4.08
1/17/02,1602,0.49,5.88,33.33,13,15.05,19.69,13.94,21.54,17.89,13.65,17.55,13.05,3.77,29.93,,9.6,4.2
1/18/02,1548,0.51,5.75,31.16,12.58,14.31,19.09,13.34,20.38,17.21,13.25,17.61,12.64,3.36,28.83,,9.6,4.2
1/22/02,1502,0.63,5.68,30.27,12.05,13.18,18.08,12.91,19.87,16.94,12.52,16.46,12.37,3.16,29.03,,9.22,4.2
1/23/02,1549,0.62,5.64,31.01,12.63,13.86,18.5,13.56,19.65,17.26,13.18,16.62,13.01,2.95,31.17,,9.1,4.14
1/24/02,1565,0.7,5.72,31.22,12.71,13.91,18.93,13.97,19.92,17.84,13.24,17.55,13.19,3.08,30.78,,9.34,4.08
1/25/02,1558,0.72,5.79,31.86,12.77,14.66,19.21,13.51,19.67,16.97,13.17,17.55,13.22,3.1,29.44,,9.34,4.08
1/28/02,1565,0.77,5.7,31.66,13.15,14.45,19.34,13.68,19.68,17.5,13.19,18.16,13.17,3.15,28.27,,9.09,3.96
1/29/02,1519,0.71,5.66,29.89,12.69,13.74,18.64,13.36,19.21,17.49,12.87,19.17,12.71,3.3,27.25,,8.6,3.96
1/30/02,1539,0.69,5.51,31.76,12.91,14.23,19.31,13.46,19.38,16.99,12.85,19.66,12.92,3.94,26.97,,8.62,4.08
1/31/02,1550,0.71,5.63,33.08,13.21,14.02,19.98,13.97,19.64,16.77,11.94,19.97,13.16,4.09,26.2,,8.34,4.08
2/1/02,1528,0.69,5.54,34.16,12.82,13.52,19.77,13.27,19.32,17.88,11.66,19.51,13.19,3.67,26.32,,8.34,4.08
2/4/02,1479,0.63,5.3,33.72,12.22,12.98,19.38,13.05,18.84,17.36,10.86,19.03,13.37,3.43,24.54,,7.88,3.77
2/5/02,1463,0.57,5.2,33.77,12.34,12.67,19.29,12.8,18.85,17.27,10.53,19.03,13.42,3.12,22.46,,7.95,3.65
