Date,NDX,AMZN,EBAY,MU,CSCO,QCOM,INTC,ORCL,MSFT,ADBE,JNPR,TXN,ASML,MSTR,VRSN,NOK,YHOO,LU
11/5/02,1050,0.94,6.31,16.65,8.47,11.34,10.5,8.23,17.47,12.87,5.7,10.41,6.9,1.43,7.8,,8.69,2.86
11/6/02,1066,0.97,6.3,17.45,8.65,11.41,10.96,8.39,17.58,13,5.99,10.52,7.1,1.48,8.64,,7.8,3.23
11/7/02,1026,0.96,6.08,16.19,8.24,11.12,10.55,8.26,17.27,12.75,5.6,9.6,6.3,1.37,7.8,,7.86,3.1
11/8/02,1008,0.98,6.1,15.26,8.38,11.06,10.39,7.73,16.99,12.81,5.15,9.63,6.22,1.31,7.4,,7.86,3.1
11/11/02,972,0.95,5.91,13.81,8.11,10.5,9.92,7.33,16.6,12.31,4.63,9.14,5.55,1.23,6.73,,7.74,2.74
11/12/02,1002,0.99,5.99,13.56,8.59,10.98,10.18,7.69,16.81,13.19,4.98,9.5,5.97,1.3,7.07,,7.72,2.8
11/13/02,1012,1.02,6.03,12.81,8.96,11.18,10.37,7.79,17.07,13.52,5.1,9.69,5.75,1.34,7.12,,8.35,2.98
11/14/02,1058,1.06,6.22,13.91,9.34,12.16,10.99,8.38,17.57,13.99,5.44,10.43,6.26,1.45,7.22,,8.72,3.23
11/15/02,1061,1.11,6.3,13.59,9.4,12.55,10.76,8.67,17.48,14.43,5.53,10.52,6.28,1.49,7.29,,8.72,3.23
11/18/02,1045,1.12,6.46,13.79,9.28,12.22,10.62,8.3,17.22,13.86,5.71,10.91,6.49,1.62,7.83,,8.38,3.35
11/19/02,1026,1.06,6.22,13.46,9.12,11.78,10.39,8.4,16.91,13.65,5.36,11.03,6.4,1.54,7.76,,9,3.29
11/20/02,1071,1.14,6.43,14.3,9.6,12.46,10.96,8.7,17.46,14.15,5.67,11.82,6.72,1.73,8.3,,9.15,3.29
11/21/02,1118,1.17,6.6,15.37,10.17,12.94,11.57,9.28,17.83,15.05,6.78,12.63,7.67,1.81,8.99,,9.2,3.23
11/22/02,1116,1.2,6.69,15.7,9.94,12.95,11.47,9.38,17.95,14.86,6.8,12.33,7.74,1.82,8.8,,9.2,3.23
11/25/02,1127,1.21,6.59,16.16,9.94,13.34,11.72,9.64,17.95,15.09,7.48,12.53,8.02,1.86,8.98,,9.06,2.98
11/26/02,1087,1.17,6.45,15.24,9.64,12.84,11.56,9.42,17.54,14.39,6.97,11.84,7.35,1.8,8.47,,9.2,3.1
11/27/02,1126,1.2,6.65,15.79,9.9,13.28,11.96,9.72,17.91,14.94,7.52,13.01,8.02,1.82,8.58,,9.2,3.04
11/29/02,1116,1.17,6.58,15.5,9.96,13.12,11.95,9.84,17.78,14.72,7.59,12.84,7.74,1.82,8.92,,9.13,3.1
12/2/02,1120,1.21,6.75,15.43,10.05,13.59,12.05,9.63,17.79,14.33,7.68,12.69,8.14,1.96,8.35,,8.68,2.98
12/3/02,1089,1.19,6.58,15.34,9.69,12.99,11.62,9.21,17.48,13.8,6.95,12.16,7.59,1.85,7.66,,8.37,3.04
12/4/02,1069,1.17,6.52,13.67,9.63,12.73,11.26,8.95,17.43,13.05,6.59,11.7,7.13,1.87,7.5,,8.28,3.04
12/5/02,1053,1.13,6.48,13.45,9.42,12.6,10.85,8.65,17.06,12.88,6.69,11.74,7.22,1.79,7.82,,8.37,3.04
12/6/02,1066,1.13,6.54,13.08,9.46,13.2,10.71,9.13,17.1,13,6.54,11.7,7.2,1.73,7.65,,8.37,3.04
12/9/02,1015,1.08,6.44,12.62,9.01,12.47,10.12,8.53,16.5,12.39,5.98,10.87,6.45,1.58,7.23,,8.13,2.92
12/10/02,1033,1.09,6.51,13.59,9.3,12.61,10.38,8.66,16.65,12.96,6.19,10.98,6.67,1.63,7.6,,8.23,2.86
12/11/02,1036,1.11,6.45,13.4,9.24,12.59,10.39,9.15,16.85,12.93,6.29,11.05,6.32,1.76,7.77,,8.81,2.98
12/12/02,1040,1.12,6.56,13.3,9.42,12.26,10.41,9.23,16.7,12.89,6.43,11.19,6.13,1.65,7.8,,8.7,2.92
12/13/02,1006,1.11,6.44,12.73,8.94,11.97,10.06,8.62,16.19,12.85,6.29,10.72,5.8,1.58,7.48,,8.7,2.92
12/16/02,1042,1.13,6.61,13.22,9.12,12.54,10.43,9.15,16.8,13.24,6.28,11.07,6.18,1.55,7.77,,8.76,2.37
12/17/02,1040,1.12,6.69,13.02,9.12,12.59,10.24,8.92,16.76,13.38,6.23,11.13,6.01,1.52,7.89,,8.4,2.31
12/18/02,1014,1.11,6.62,10.02,8.82,12.21,9.8,8.61,16.5,12.97,5.95,10.45,5.36,1.48,7.32,,8.36,2.24
12/19/02,1006,1.08,6.56,9.99,8.67,11.98,9.73,8.91,16.37,12.73,5.8,10.06,5.37,1.48,7.21,,8.54,2.24
12/20/02,1014,1.1,6.67,10,8.85,11.99,9.73,8.7,16.35,12.83,5.71,10.1,5.85,1.47,7.07,,8.54,2.24
12/23/02,1032,1.11,6.69,10.1,8.97,12.41,9.85,8.95,16.65,13.23,5.78,10.16,6.04,1.49,7.4,,8.69,2.05
12/24/02,1023,1.09,6.65,10.07,8.91,12.24,9.6,8.9,16.59,13.07,5.65,10.13,6.01,1.44,7.22,,8.69,2.12
12/26/02,1016,1.01,6.45,10.09,8.74,12.12,9.55,8.77,16.46,12.8,5.56,10.01,5.99,1.4,7.25,,8.29,2.05
12/27/02,998,0.94,6.4,10.1,8.68,11.86,9.39,8.74,16.33,12.55,5.46,9.81,5.78,1.38,7.15,,8.29,2.05
