"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72567935289.5565","80039818614.9265","87299407292.2172","99610026325.9982","113025308154.634","123675157840.114","135348780534.989","149132789364.222","147504597158.176","158146154729.211","176346004845.368","178385824944.978","188265410321.509","200714210203.082","226599047616.708","250919344756.967","281953944536.434","315718477163.644","327798172570.569","330241984298.39","382788414427.104","414966621180.859","436192127374.617","448607292111.358","462493850769.64","482409671479.023","505859791458.305","539094507206.237","587541125078.565","601849836899.112","580620109209.485","730724326968.531","814085453045.431","856451638819.689","924612573514.694","998284821428.084",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419688663.348653","459914656.94104","530135652.997436","564409651.538106","623154258.772706","700405638.922474","724710735.652438","730469342.965072","748218955.884949","755121232.26375","661975470.869846","623024346.525307","614990442.336607","668043060.830743","738717664.11407","817947160.024709","878055524.784041","934669061.82501","1011990225.48652","1047402938.46477","1163051317.61636","1275246702.09661","1331026028.17013","1424576693.35947","1466627190.2023","1505043743.132","1603745352.13068","1682671121.96014","1768481412.61848","1829115370.46737","1791033325.40608","1868488264.52908","1949659091.45299","2079242403.25081","2194730588.18497","2337820693.36789",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800107037.49941","6137285329.47585","5083677184.60938","5275710858.96794","5283425681.45497","4962679784.84901","5142164702.42269","4923418040.00517","5067621957.33999","5037611630.4653","5494453626.56679","5261673093.61265","6760740245.98671","7548040799.6785","8253190495.42376","8882533936.00769","9548637953.65843","10175086579.5289","10753417038.2826","10985371002.7373","11825553290.7732","13047238199.0292","15180106235.0926","18132893193.6871","18992888503.1033","18016747683.9373","18985500633.4743","18458970768.5457","19947639782.9398","20907754880.1582","21514821783.5609","23064667132.9818","26017863486.4552","28521177154.7529","30484051984.6192","32782240324.3707",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15418497355.5708","16178078235.1839","17708660006.9227","19183181033.6746","20512085344.297","21933578771.0822","22516372034.7055","23623396375.681","24522491254.1843","25407195732.8483","26275779197.1459","27103757839.144","27957893783.7392","28956162119.9711","29999281496.9337","31769341360.9739","34169382081.0377","35743537155.0391","37217108000.5322","36656992707.7589","37901740167.7753","40156336831.7232","41014930721.7797","43540259025.7112","46245033584.1948","49059658944.8194","52431584608.9046","55705683541.0245","57245624328.4326","60709614751.3463","58560345367.2006","67623210509.8633","74573019176.5352","79926949307.0663","84032906864.9029","89761087564.7524",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1146203066.27657","1245617705.48198","1377559955.17067","1439466701.86544","1553985487.90953","1583039185.7232","1676814405.37958","1800232207.28567","1901704090.03514","2035432564.91023","2239203606.83608","2270913389.93316","2049094350.419","1960472690.05016","1834547471.48532","1716096717.85314","1677503706.60645","1727750657.70467","1718776386.10914","1755447161.24143","1774575166.32898","1880099419.5289","1991185553.71797","1919532819.34316","2217650270.84052","2562998892.83274","2668518038.06413","","",
"Somalia, Fed. Rep.","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3002985650.31634","3196142639.37345","2991496641.6233","3184613046.92116","2672117737.11988","2837012927.61483","3121397463.77491","3212707603.1047","3462797041.98687","3768802847.52063","4128217443.96511","4521310704.18239","4941920819.13682","5424016437.39499","5965908467.37257","6590462096.42488","7234365833.14286","7927778185.25098","8621462134.15025","9255348422.73841","9994942775.77036","10884050227.9368","12497699432.2334","12154103352.6435","15043200412.4411","18520522054.2121","21071187605.581","23819083389.0575","23974962229.0084","24820311698.3044","24215279554.9726","24047321167.4183","26457836151.7667","28582387038.1925","30496212962.7557","32288221931.2232",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38310589211.3824","41417038982.5413","45894929147.9546","48890284375.4125","44462524279.9547","48222917596.0226","51043934824.8836","56720813784.6753","60016049691.9125","65042529152.4647","69925378089.4074","77549904026.0764","86256448682.4641","96453818539.7382","95448590870.146","97122366502.097","103469763811.263","104465981037.54","109268110101.61","109089014410.084","110307011397.82","116148136667.107","121358433822.066","128962441554.604","142983336092.961","144971723055.912","159966329526.014","174228119137.802","197218350304.081","216248987968.538","222079871098.38",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024223537954.19","1065435115373.61","1089566752616.91","1106765785018.28","1140748911128.23","1202091106413.19","1287417495130.75","1365260569080.42","1416578976386.26","1468365712452.91","1555457227308.14","1660812107115.61","1800223873349.07","1916102973348.84","2101703999699.96","2297827498051.02","2511768285661.01","2738239453627.63","2939583543523.21","3059122644949.66","3287878502013.23","3505088513031.02","3610073342367.68","3863824079568.05","4156282429080.51","4261144953409.29","4398154908558.53","4672790663537.88","4791023102139.64","5108746114549.6","5140862783388.85","5630836129324.14","6280690143811.62","6695210562452.04","7123823990648.51","7642685410463.76",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25459846092.9847","26908388739.4893","28731556886.301","27963579014.1695","15245740378.7431","21404113972.9807","15423015948.6817","12827976279.3273","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024846020876.79","1066096551872.66","1090292265992.92","1107563184669.25","1141543305047.59","1202905932753.08","1288330489018.49","1366303069577.19","1417659195905.56","1469481702045.25","1556647086404.24","1662000598584.05","1801445010815.84","1917273977137.15","2102871274109.07","2299140111792.56","2513249046893.69","2739895676357.31","2941224546102.09","3060732817175.73","3289581660182.72","3506992131184.07","3612038373848.72","3865845694242.22","4158563941103.47","4263520053069.74","4400882770650.58","4675730879919.65","4794128973755.92","5112087570605.74","5143920166789.53","5633809813106.68","6284190936265.15","6699029336090.94","7127868450263.72","7647084501193.97",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95166737320.2553","98799846630.2932","100866643513.571","103952193523.322","109421403766.831","115974027489.101","122048294588.055","130893375284.124","136033318850.277","142479548383.208","152988852694.095","161590777592.654","171079092491.67","183489132240.242","196632886497.798","210526941646.309","233045778508.763","251591929205.417","262914665309.449","257022247063.72","266627840163.649","280695842093.115","290244333381.779","298072809103.303","309020207367.832","310029165034.412","322496949329.867","344460903022.548","363556922286.304","392121089369.87","370981190389.214","417736611034.98","484072796712.047","529988272722.141","578953143521.819","618120299934.647",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185010526.623298","193564361.906164","199361233.720042","206331693.856122","215373508.52781","224287008.229591","231819075.363315","238166165.56873","246863874.908805","256616187.653313","263605693.701718","277801323.032604","291598047.842856","322010367.882571","342368284.968559","376459531.147802","422475544.053991","449722627.789212","486939448.026706","506122665.930839","519693559.671654","541020702.680323","510473178.137151","568963141.090766","636217933.350876","635224720.801456","676154316.181896","711213101.655078","828353862.937865","993443247.544168","1118602098.8079","1272434617.36875","1365235820.32405","1421022645.54201","1477834693.78268","1534857246.05052",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2678193505.62286","2843521586.67107","2919954587.70792","2788892863.01829","2945288230.79681","3007041749.9026","3092714577.89616","3325371427.87157","3440087304.55653","3439925148.17664","3591720896.31","3826844332.50122","3995130087.63027","4330668916.70988","4825129979.67816","5200358636.21814","5671305389.27323","6122697610.75954","6499240325.87734","6736401999.7957","7170692978.07893","7746725931.88615","8543540170.86024","9202587589.4457","9549802477.86613","9622189492.37402","8507962995.52901","10430160138.1193","10704591610.3525","11976970718.446","10376871438.022","11405269573.3629","12510425131.8056","13286850296.7349","13851016240.5246","14494135109.5398",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45776539314.0008","40427619423.5603","38569643992.3713","40308349716.1102","43723712643.8825","47248999707.4616","51044629521.2858","54570885556.0119","57497499104.1407","57875786297.0919","61269701225.1223","66522272442.5907","71468766178.7321","75701495443.4988","81475373218.9291","89028795055.9132","101581452197.333","114115427268.918","127563859479.374","124304090741.495","136843668612.662","141446569656.423","146127789163.241","151983350436.957","157726426211.136","163516700301.903","162206967889.124","164513828512.121","171626766869.264","185362871936.432","192849134106.197","208794626628.333","225577447539.178","248895327471.854","259427658332.387","266948107314.636",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26957486836.5512","25388586620.0466","24548214024.9134","25844611479.3664","27802732204.0111","27136265130.1566","28406237043.2489","30299502919.7433","31693191922.4161","33725135986.596","35585022008.0205","37377961218.0849","39899174675.888","41741872075.1396","45108071650.7675","47375967613.7248","51317755982.5325","55433853501.4161","59549872276.1045","55537410273.7783","56498748591.4798","58948688238.2166","59218840691.9658","61044782666.8722","63038801633.1833","64663229172.6161","69334151784.9407","74761997302.4595","80094210481.808","88491661031.4007","87812276776.0687","96808602042.5058","110508337429.356","119065338141.8","122475674025.953","126249648939.295",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174233984269.759","178062033056.397","180009782676.858","180470162906.385","191725554106.91","203760019929.419","211755470364.613","219529361045.401","229212345359.442","243558172772.112","262934295543.704","266397091394.845","276558573688.966","284758598567.864","304023631768.54","308795315882.742","342076185301.22","373357496875.287","386362730274.316","372813134332.777","393424132362.799","418905405469.581","430340247133.141","442558406156.265","454177438152.355","477835214492.077","497904015897.38","516830811431.267","538901548531.951","584968921885.621","594248837310.755","647768167635.192","697566522841.818","721315715902.549","752795158344.899","768561078543.32",
"Eswatini","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2793330714.84509","2938631978.88581","3102565952.50223","3274760342.27399","3424978499.07638","3665532494.7358","3876049793.66536","4065230458.64447","4217968121.89458","4403884821.92816","4582913301.29096","4752284144.41845","5023458030.03777","5355135729.69408","5698050476.78409","6228859363.62223","6853000521.03838","7342576011.24757","7591857830.54656","7748153777.4644","8142240328.47264","8463109858.28999","8721539668.10442","9301118767.86387","9505985731.71684","9589423949.44562","9752556676.96278","9942306087.53805","9977108180.87457","10911854750.6501","11127332067.0674","12054388840.8388","12961606131.4982","13916034459.7318","14693836415.4464","15738955351.2953",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220883869.31281","1275264093.50553","1361446644.96573","1244034957.24634","1297132717.26644","1595754082.34087","1670741627.98452","1715280492.62225","1734514654.41279","1654131914.00095","1846228425.4425","1595272169.0693","1683919292.28275","2054400770.22802","2211373830.60224","2334256363.82371","2481232298.2886",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622431372.617339","661243640.971046","724824607.683628","796196703.93893","793382976.884864","813946629.722198","911715858.790005","1040526382.28419","1078183419.8794","1113910040.3412","1187592257.34096","1186753668.68124","1219812767.91491","1170665972.04139","1167879581.23942","1312972127.13529","1480770423.75411","1655883380.22322","1641779267.14167","1610948498.80996","1703983496.98573","1904526849.5446","1965962288.1898","2022705629.98449","2282561394.46641","2376133656.96414","2727776636.94028","2939950358.56908","3105218260.84621","3340635866.25777","3057830378.36233","2975737695.0276","3502316390.22326","3820035607.74249","4045880710.62887","4400364876.26173",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62769889990.2697","67658911809.4146","71281645287.6985","81638695447.7965","103072861947.37","110180384541.124","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840706881.664863","927787117.12483","751006112.688674","767619728.674552","819656166.207328","758533705.328941","805373139.952771","895397560.259655","1006075300.03016","1141042868.1947","1201275732.35407","1294624143.60061","1345630111.63417","866859707.740014","1133630688.91659","1385314538.61967","1633832264.68227","1768772452.35929","",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5782972638.65523","6488818610.47174","7167720273.5943","6184890613.73825","6957292454.20047","7190999344.48852","7484807712.71971","8044321796.49008","8700221361.748","8763087847.54806","8882755493.70016","10141648881.913","11173780453.4789","13071829615.8239","17937528351.4742","21706461719.3846","22254390810.1676","23817367025.0254","25024256278.5969","24824015201.6682","28561342717.8768","30461038960.1658","32170419375.9758","28891559089.8221","30267066736.3152","34824885498.1589","32044391367.1726","32763179281.538","35993735511.6899","39237861358.9549","37652981933.4921","43413141699.6577","48421249979.6148","52220761053.6221","56167294744.8605","60968307584.9057",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344561030480.16","2611481108164.2","2945242154352.41","3328467738878.05","3747604160624.74","4193183023979.45","4646050981306.48","5045486001921.25","5147976782544.88","5527475690353.71","6070404508827.79","6609072267184.73","7229168143869.91","8002520482197.95","8934435036008.5","10085723534345","11474680640230.7","13162630542334","14519084249607.8","15694098233789.5","17399873986965.8","19213715566174.3","21085922460513.6","22592737656833.5","23952060101673.3","24942772060198.4","26362294024678.4","28118712866580.6","30608094571529.1","33086186288171.3","33936251238742.6","38194248069576.1","42454409574663.8","46296938423082","49790603750538","53710415267453.8",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2981747406346.58","2903239087980.31","2711978098634.74","2651823211717.16","2461328040658.86","2504037917212.47","2562834003583.64","2689345940402.85","2530496102547.15","2619887552534.6","2898960758665.81","3061318561244.82","3275780160888.96","3585366191250.12","4001015309303.05","4448592635648.77","5264982089223.5","5883050411910.48","6724403771777.25","6581047634476.2","7070924632068.99","7814908986023.8","8294116500616.7","8907411639401.01","9149284834445.57","9098798455289.09","9404979802239.05","10069246503364.3","10837880403165.4","11747144194128","11973087860224.4","13855372486900.4","15263608299238.7","16476415821263.5","17567513262894.8","18270208773447",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4439301232.09897","4557305505.33766","4475613684.48886","3890054699.10217","4568383650.10326","5030111257.73967","5574809250.23879","6486276956.08222","6408321086.70317","6660294271.03496","6757798862.68303","6966862856.35571","7345865960.08452","7994297556.14942","8128929929.14046","7992595213.14124","8457420139.981","8584474616.75229","9102983528.31698","9658650556.19224","10348352346.7593","11176893782.796","11682932568.5144","12497161169.3217","13473934096.2236","14404265141.0156","15189492245.2958","15997662738.6373","17071442753.291","18743922688.0212","20669188622.0662","23428363747.2408","26674277296.8326","29375626514.9048","32069634435.3069","35048367802.874",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243614094310.774","273406869883.915","302241591504.217","334937597128.891","369446135474.785","407821471835.001","438759554250.221","434035819910.814","405406964942.038","429942634383.876","459270578981.943","485786532528.096","523671014967.435","572401201879.446","624761920450.304","671334138601.474","726416076229.58","786648045467.268","815641200163.807","815004207919.438","886887468591.468","912789677004.354","1014923127426.43","1062759710029.05","1078896775480.04","1113921789913.93","1181322173179.74","1250522147488.09","1347310632514.94","1427827121310.44","1372405963762.15","1451544299160.13","1595798215246.12","1692060914184.4","1785194726242.2","1880026586072.36",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13943620063.7876","13391690259.8763","9724775693.02454","8322617829.38113","6689753766.92441","5981980136.53358","5074216353.7329","5248470243.21476","5589434108.77565","5878240231.28354","6511801775.71055","7296360377.66769","8209998212.50465","9293019173.07059","10525836908.2581","11583212852.9495","12776250025.3854","14145938228.0059","15557549804.717","16263992676.8967","17531653705.7586","19217458989.9627","21470286380.6837","23981005942.072","26555018899.7668","25719495030.4775","25833179135.519","27412327692.495","28565171550.94","32973431253.3471","35623586501.7738","39727222945.4623","45957048815.3182","51613134922.7186","57337489950.462","63894915021.3661",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20005015503.853","19729107691.0971","17158762975.6044","17828963674.2331","15059403820.8483","14268135326.0912","15502816662.4597","13972357015.5631","15132574094.3756","17878922747.4027","19283874315.2506","20574610611.8062","20948075020.8853","22059931880.1684","23785892191.7351","27729156787.4298","31720919738.0221","36183476801.2402","42302079585.5101","45159333092.957","49913298143.4811","58441023273.0772","64099926378.1677","69625757915.0254","75798477556.9655","79032357701.4529","82167730668.8496","86403378533.5301","95629644637.5132","104707568728.178","104049441351.615","115315697251.207","131218740917.981","144672364332.287","157578118693.028","172197765411.055",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2673268608707.31","2868876790195.21","3023571072307.9","3163494254453.67","3383875482737.16","3501691668828.81","3693170372965.1","3960790126966.63","4109757143495.18","4166583062662.17","4419739245837.4","4547036331258.52","4622736835690.16","4804750956840.65","5235955377343.92","5650169892673.54","6222361894412.47","6750438111282.8","7181933703851.21","7130281261110.62","7659137897929.16","8266074098577.27","8543627033489.96","8926011931259.98","9211321239380.05","9176319845540.51","9428508586105.3","9921912542568.28","10442381684896","10787211947623","10448173880669","11795624759274.9","13230691247299.3","14125972356569.8","14841524754473.9","15487374917006.9",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","521048755.353427","596384217.543138","673775394.234388","760133027.816554","831662484.304786","905830464.812833","996042886.858828","1053747832.49431","1044278772.17065","683595120.369722","1105092169.76242","1314700343.0794","1245667673.48211","1242540621.76236","1281057492.88751","1360657464.89165","1344884865.99637","1523119267.78973","1729365751.60342","1916592414.82504","2120904731.02125","2293643875.57212","2707989840.55098","2973246949.47284","3380077842.07778","3745031233.3965","4164913918.53211","4334794317.47985","4544057098.21969","5927904565.65458","8131466902.16421","9214760522.97672","7844558870.42686","6659500331.48123","6203708382.71607","6822343566.70042",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378149741563.87","1526888607925.29","1621473904066.88","1660086561861.47","1722771752225.2","1809978587765.74","1952019930737.4","2050484105843.32","2184979272235.66","2313634850551.09","2510666642073.54","2641168018582.04","2776092516759.68","2904935033126.36","3214830933376.26","3472708822418.8","3774228893683.11","4105701631139.34","4316589268179.17","4455218975306.28","4726140341135.91","4842365930558.37","5043620782950.44","5126397947122.38","5154632739676.58","5047971503946.64","5200162493510.41","5505145076476.78","5826982250289.39","5943403925859.08","6141574946336.23","6617186614741.6","7415985134415.85","7916591349210.75","8320938951818.59","8729718143342.24",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240850946.30573","264969053.198918","271690178.34038","288526783.537029","309281859.091504","335432982.029271","341891354.475192","345698499.857598","357598159.889665","371008601.623205","393656191.956169","408527645.94207","433251935.779752","442034571.870863","444988336.921196","455922516.980288","459804185.599076","460623493.30614","492329331.622277","469957723.064502","479590457.694277","522298522.972838","536917937.631484","548206674.777924","568856651.602537","580530288.889246","624718688.13199","656269919.913638","674847676.563163","684029300.284706","705748676.230441","731052538.408938","766381098.836859","816913222.908718","851562745.490774","899928702.820399",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1182719811354.72","1240668189232.57","1337722533755.06","1435295490057.93","1559635570772.22","1707439382769.78","1862533427821.23","1973976197080.75","2116021471315.73","2323533533881.85","2472665945692.51","2645171856108.87","2787590932379.77","3055726612883.75","3375891647752.79","3749484149793.93","4170348809751.29","4606624550560.64","4856734759902.14","5250969029234.96","5751720016789.85","6188720573655.54","6814616974563.45","7206134317139.85","7582085988510.11","8022781567280.81","8685189590996.26","9317308720931.32","10301038806492.4","11094521548916.2","11017201959041.1","12776195414008","14666154467580.1","16245151177955.4","17771106777631.2","19566141233812.8",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024846020876.79","1066096551872.66","1090292265992.93","1107563184669.25","1141543305047.59","1202905932753.08","1288330489018.49","1366303069577.19","1417659195905.56","1469481702045.25","1556647086404.25","1662000598584.05","1801445010815.84","1917273977137.15","2102871274109.08","2299140111792.56","2513249046893.69","2739895676357.32","2941224546102.09","3060732817175.74","3289581660182.73","3506992131184.07","3612038373848.73","3865845694242.23","4158563941103.47","4263520053069.74","4400882770650.58","4675730879919.65","4794128973755.92","5112087570605.74","5143920166789.53","5633809813106.68","6284190936265.16","6699029336090.94","7127868450263.72","7647084501193.97",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8612212473.50023","9180573278.12672","10337494266.056","10511717212.763","11119141565.3285","11784787155.6028","12856714602.4523","14062292626.3444","15375674026.0636","16844585170.8643","18414986311.6735","19614552541.4239","21500303543.8474","25090943424.5395","27814044185.0652","30467245569.7022","35555034981.4516","38254469950.9576","40314012461.1914","38781259247.1721","40557013588.637","41271904854.1059","42570297060.6539","42557597663.5023","43086668078.5492","40254443002.5198","38222733192.1134","38642681284.4242","38972468991.6189","39986318837.3395","36534412038.4497","41686067308.9332","45035551556.2473","47386828719.1854","49781695168.2817","50773047838.4714",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31464019086.3478","33798146186.1407","37266668915.5458","38985429954.2208","41083421171.9961","42931216042.1597","46841251003.1236","50241559387.3744","53236655265.2984","57258903703.0823","61313898051.7602","65074550336.8665","66959827912.1367","71492709892.3067","77993230437.6347","83243203695.1587","90310265370.3493","98980554525.5966","105163019446.176","109031969302.846","113635873874.478","113606614096.659","116862242696.596","118895810770.27","123418430878.511","122945411435.233","126742366551.333","131519908969.82","139320230402.965","148376650136.515","142707604074.227","149936984870.616","165021465828.293","171442514675.941","178534905334.374","188111845827.052",
"Turkiye","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459387952039.803","479377862371.247","519737506868.368","574834356605.106","555146613522.529","607520998249.675","657964966425.62","723502109216.989","558449376517.967","547123825108.798","610019955680.874","597200774071.03","613794944279.164","642721814350.46","738109792463.549","818321750586.217","949690135315.409","1048982077648.64","1146894075526.16","1120327905776.24","1277661680078.31","1463485391067.47","1559091965238.24","1711440006671.06","1867225631776.81","2025622645617.01","2119160173385.16","2277149346739.11","2331530015986.67","2396162651371.03","2435610709000.62","2701595710002.02","3392326818246.31","3685769235019.18","3858852700979.86","3889308838891.98",
"Tuvalu","TUV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14775421.7134176","15826404.837567","16638488.6383288","17733066.3350728","19974197.1018095","19372436.1998078","18551094.3865097","20758721.4589504","24246029.7319102","24204592.5375703","24523913.9776945","25250554.1493408","27775757.6728893","27091815.9058697","27295051.7267626","27096161.178195","28295165.5250166","31068606.408107","33750657.1549551","32050365.1620351","31639167.8581141","34720306.2780369","34357923.1840086","36272230.0568263","37519226.0131487","41418992.164837","43809787.3688045","46051690.3267363","47759904.8088379","55076197.0723351","54125407.4015367","56595135.0334033","53990102.2410855","57952337.5994854","61404180.4280842","64159080.1951932",
"Tanzania","TZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23491355568.4815","24788987573.7933","25502040902.4233","26421314766.147","27408503035.5492","28982148610.3136","30853910833.4912","32492413241.1906","34076111626.265","36239191741.5232","38735486574.4038","42012196527.0232","45691379980.6552","49702556051.0153","54868980890.7269","60820175034.3264","66791196428.4091","73244007993.2579","78900413699.5023","83570043784.323","89945449517.178","98844247428.6534","95839768784.7191","103152549535.165","108559934988.865","116992999511.588","127160946763.025","133500817705.841","151987436389.558","171137212069.963","194561908147.279","212790081675.953","238331841188.784","259679988732.801","280833174205.384","305597202859.277",
"Uganda","UGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11699400049.0962","12766822405.0984","13504120522.5534","14975256378.4336","16274444403.0892","18530332831.771","20581449478.7907","22004120914.1416","23342908773.6551","25579863869.7616","26981198606.2863","29018837888.4594","32043293153.0215","34791125984.0929","38158688983.0809","41847327034.2943","47790135007.5766","53214123601.8293","58962980521.8739","63361765399.8984","67747293891.3833","75638854428.333","69771843672.1953","72260074930.0597","77668413711.6786","82192547854.5883","84011710476.5525","86701094761.929","96102592476.7351","104978215231.617","112575267254.241","123267190675.87","138092348395.874","150844716104.454","163950515169.825","179214990762.33",
